Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
28-04-2026 10:00,EUPWR,45.26,48.6,45.08,48.34,9043426.0,0.26,3.08,0.47,555.32,3.08,3887540.2,132.63,0.08,True,89.04,1.27,0.86,0.41,2026-04-28,44.62,8.34,0,,40.24,ATH,False,False
28-04-2026 10:00,ESCOM,5.24,5.3,5.2,5.3,22529426.0,0.0,0.06,0.01,757.14,0.06,5374157.8,319.22,0.0,True,72.42,0.04,-0.0,0.04,2026-04-28,4.82,9.96,0,,4.78,5.35,False,False
28-04-2026 10:00,PRDGS,8.39,8.68,8.38,8.68,2135378.0,0.0,0.29,0.02,1218.18,0.29,895077.7,138.57,0.0,True,59.5,0.01,0.03,-0.01,2026-04-28,8.4,3.33,0,,8.32,8.85,False,False
28-04-2026 10:00,HURGZ,8.03,8.7,8.0,8.51,7213508.0,0.19,0.48,0.08,507.59,0.48,3635904.4,98.4,0.4,True,92.49,0.45,0.41,0.04,2026-04-28,7.95,7.04,0,,6.44,ATH,False,False
28-04-2026 10:00,ZEDUR,9.06,9.47,9.06,9.44,1302453.0,0.03,0.38,0.04,804.76,0.38,302105.8,331.12,0.08,True,66.76,0.03,0.01,0.02,2026-04-28,9.06,4.19,0,,8.74,ATH,False,False
28-04-2026 10:00,ORCAY,3.77,4.01,3.76,4.01,3815366.0,0.0,0.24,0.03,700.0,0.24,592331.4,544.13,0.0,True,73.64,0.03,-0.0,0.03,2026-04-28,3.65,9.86,0,,3.57,4.04,False,False
28-04-2026 10:00,SMRVA,82.1,88.6,82.0,87.8,3302891.0,0.8,5.7,0.48,1100.0,5.7,1225638.6,169.48,0.14,True,50.89,-2.57,-2.89,0.32,2026-04-28,82.0,7.07,0,,81.9,99.95,True,True
28-04-2026 10:00,KRDMB,77.85,80.4,76.6,80.2,6268909.0,0.2,2.35,0.3,696.61,2.35,1130597.8,454.48,0.09,True,77.43,1.44,1.16,0.27,2026-04-28,77.85,3.02,0,,70.0,ATH,False,False
28-04-2026 10:00,FONET,4.89,4.99,4.89,4.99,6057467.0,0.0,0.1,0.0,3233.33,0.1,3187180.0,90.06,0.0,True,61.3,0.0,-0.01,0.01,2026-04-28,4.86,2.67,0,,4.81,5.12,False,False
27-04-2026 17:00,IEYHO,98.8,98.85,98.8,98.85,159329.0,0.0,0.05,0.01,400.0,0.05,99496.4,60.14,0.0,True,75.15,0.18,0.16,0.03,2026-04-27,98.35,0.51,0,,98.0,98.9,False,False
27-04-2026 17:00,ICUGS,4.75,5.18,4.74,5.06,26199648.0,0.12,0.31,0.03,839.39,0.31,5283725.2,395.86,0.39,True,74.44,0.04,0.03,0.02,2026-04-27,4.71,7.43,0,,4.57,ATH,False,False
27-04-2026 17:00,HOROZ,73.65,78.4,73.5,78.35,6891682.0,0.05,4.7,0.71,561.97,4.7,1656003.5,316.16,0.01,True,74.16,1.81,1.85,-0.04,2026-04-27,71.3,9.89,0,,68.05,ATH,False,False
27-04-2026 17:00,ULKER,123.0,124.3,122.9,124.0,1518510.0,0.3,1.0,0.11,809.09,1.0,684510.7,121.84,0.3,True,61.25,0.44,0.16,0.28,2026-04-27,123.9,0.08,0,,118.7,124.4,False,False
27-04-2026 17:00,DERHL,15.04,15.57,15.02,15.43,1754685.0,0.14,0.39,0.04,806.98,0.39,550620.2,218.67,0.36,True,62.05,-0.04,-0.09,0.05,2026-04-27,15.08,2.32,0,,14.86,16.35,True,False
27-04-2026 17:00,SOKE,18.49,18.7,18.48,18.69,920683.0,0.01,0.2,0.01,1328.57,0.2,569323.0,61.72,0.05,True,58.16,-0.0,-0.01,0.01,2026-04-27,18.51,0.97,0,,18.01,18.8,False,False
27-04-2026 17:00,CATES,45.84,47.22,45.6,47.18,1123740.0,0.04,1.34,0.31,326.75,1.34,479231.0,134.49,0.03,True,77.48,0.48,0.26,0.21,2026-04-27,44.1,6.98,0,,43.64,ATH,False,False
27-04-2026 17:00,SURGY,68.2,70.3,67.95,70.3,1618805.0,0.0,2.1,0.16,1212.5,2.1,776811.2,108.39,0.0,True,61.35,-0.35,-0.49,0.14,2026-04-27,68.35,2.85,0,,67.5,70.9,True,True
27-04-2026 17:00,ANELE,45.9,54.95,45.9,54.95,952121.0,0.0,9.05,0.09,10547.06,9.05,411394.0,131.44,0.0,True,61.59,2.3,2.73,-0.43,2026-04-27,50.9,7.96,0,,39.0,55.95,False,False
27-04-2026 16:00,KARSN,11.16,11.48,11.14,11.47,3261178.0,0.01,0.31,0.04,761.11,0.31,1840381.4,77.2,0.03,True,58.69,0.01,-0.01,0.02,2026-04-27,11.3,1.5,0,,10.97,11.92,False,False
27-04-2026 16:00,NATEN,7.25,7.56,7.24,7.5,9610146.0,0.06,0.25,0.03,825.93,0.25,4003197.9,140.06,0.24,True,55.83,-0.1,-0.16,0.07,2026-04-27,7.1,5.63,0,,7.03,9.4,True,False
27-04-2026 16:00,MOGAN,13.65,14.21,13.63,14.14,7540749.0,0.07,0.49,0.07,580.56,0.49,2478569.3,204.24,0.14,True,73.1,0.14,0.08,0.06,2026-04-27,13.52,4.59,0,,13.05,ATH,False,False
27-04-2026 16:00,BIOEN,18.36,19.1,18.29,19.1,4958953.0,0.0,0.74,0.06,1056.25,0.74,1002239.7,394.79,0.0,True,64.35,-0.06,-0.12,0.06,2026-04-27,18.49,3.3,0,,18.22,19.49,True,True
27-04-2026 16:00,SEGYO,4.88,5.06,4.88,5.02,5787933.0,0.04,0.14,0.01,1455.56,0.14,1236465.3,368.1,0.29,True,63.34,-0.0,-0.01,0.01,2026-04-27,4.9,2.45,0,,4.88,5.15,True,True
27-04-2026 16:00,BEYAZ,32.1,33.14,32.1,33.06,684423.0,0.08,0.96,0.25,290.24,0.96,172439.4,296.91,0.08,True,80.6,0.26,0.04,0.22,2026-04-27,30.82,7.27,0,,30.32,33.16,False,False
27-04-2026 16:00,EGEPO,18.02,18.44,17.91,18.43,718049.0,0.01,0.41,0.04,1008.11,0.41,428369.5,67.62,0.02,True,58.57,0.05,0.07,-0.03,2026-04-27,18.29,0.77,0,,17.9,18.85,False,False
27-04-2026 16:00,CGCAM,42.16,44.1,42.1,44.02,1850312.0,0.08,1.86,0.16,1048.15,1.86,874457.9,111.6,0.04,True,68.74,0.41,0.25,0.16,2026-04-27,41.18,6.9,0,,40.24,ATH,False,False
27-04-2026 15:00,FLAP,14.9,15.77,14.86,15.64,632245.0,0.13,0.74,0.03,2451.72,0.74,272303.6,132.18,0.18,True,57.53,-0.11,-0.1,-0.01,2026-04-27,15.19,2.96,0,,14.6,15.99,False,False
27-04-2026 15:00,BRSAN,572.0,601.5,567.5,597.5,1029542.0,4.0,25.5,3.0,750.0,25.5,290847.5,253.98,0.16,True,78.03,6.09,1.67,4.42,2026-04-27,547.0,9.23,0,,541.5,ATH,False,False
27-04-2026 15:00,DYOBY,17.22,18.99,17.13,18.95,21041047.0,0.04,1.73,0.13,1210.61,1.73,4139334.0,408.32,0.02,True,68.72,0.1,0.06,0.04,2026-04-27,17.27,9.73,0,,16.4,ATH,False,False
27-04-2026 15:00,MERKO,15.57,15.93,15.55,15.93,3065541.0,0.0,0.36,0.06,500.0,0.36,845291.6,262.66,0.0,True,72.03,0.08,0.01,0.07,2026-04-27,15.36,3.71,0,,14.48,16.13,False,False
27-04-2026 15:00,BARMA,59.05,59.65,58.8,59.6,304926.0,0.05,0.55,0.05,900.0,0.55,134984.6,125.9,0.09,True,54.8,0.13,0.06,0.07,2026-04-27,58.75,1.45,0,,57.0,60.4,False,False
27-04-2026 15:00,MOBTL,13.05,13.37,13.02,13.3,758685.0,0.07,0.25,0.02,1566.67,0.25,493449.8,53.75,0.28,True,55.99,-0.08,-0.09,0.02,2026-04-27,13.11,1.45,0,,12.87,13.39,True,True
27-04-2026 14:00,SELEC,95.0,98.55,95.0,97.7,623781.0,0.85,2.7,0.61,346.28,2.7,313343.7,99.07,0.31,True,74.59,1.7,1.14,0.57,2026-04-27,92.0,6.2,0,,89.15,ATH,False,False
27-04-2026 14:00,BIENY,26.66,27.54,26.6,27.32,1984365.0,0.22,0.66,0.16,307.41,0.66,458205.5,333.07,0.33,True,74.53,0.13,-0.03,0.16,2026-04-27,25.94,5.32,0,,25.6,ATH,False,False
27-04-2026 14:00,BESLR,13.95,14.18,13.95,14.16,781037.0,0.02,0.21,0.05,296.23,0.21,412472.6,89.35,0.1,True,70.03,0.04,-0.02,0.06,2026-04-27,13.67,3.58,0,,13.42,14.3,False,False
27-04-2026 13:00,KONKA,17.6,18.17,17.56,18.05,2248794.0,0.12,0.45,0.05,837.5,0.45,812783.1,176.68,0.27,True,67.07,0.18,0.18,-0.0,2026-04-27,17.64,2.32,0,,17.39,ATH,False,False
27-04-2026 13:00,BMSCH,18.26,18.96,18.24,18.88,1106167.0,0.08,0.62,0.08,694.87,0.62,520817.9,112.39,0.13,True,56.8,0.03,0.09,-0.06,2026-04-27,18.46,2.28,0,,17.91,19.59,False,False
27-04-2026 13:00,VAKKO,82.95,84.5,82.7,84.2,156932.0,0.3,1.25,0.31,303.23,1.25,60613.3,158.91,0.24,True,65.2,0.12,-0.16,0.28,2026-04-27,80.8,4.21,0,,80.6,84.9,False,False
27-04-2026 13:00,OYAKC,24.32,24.62,24.28,24.58,2536633.0,0.04,0.26,0.04,550.0,0.26,1478982.4,71.51,0.15,True,53.68,-0.11,-0.17,0.07,2026-04-27,24.24,1.4,0,,24.06,25.42,True,False
27-04-2026 13:00,SISE,48.16,48.76,48.1,48.62,11706239.0,0.14,0.46,0.07,557.14,0.46,5830740.7,100.77,0.3,True,68.59,0.21,0.13,0.08,2026-04-27,47.88,1.55,0,,46.56,49.14,False,False
27-04-2026 13:00,ALKIM,20.52,20.76,20.52,20.72,391517.0,0.04,0.2,0.03,566.67,0.2,229102.1,70.89,0.2,True,58.07,0.06,0.09,-0.03,2026-04-27,20.5,1.07,0,,20.04,21.3,False,False
27-04-2026 13:00,TATGD,16.63,17.6,16.53,17.51,2784620.0,0.09,0.88,0.09,856.52,0.88,541915.7,413.85,0.1,True,73.34,0.05,-0.04,0.09,2026-04-27,16.55,5.8,0,,16.3,ATH,False,False
27-04-2026 13:00,AVOD,4.46,4.55,4.45,4.54,5381214.0,0.01,0.08,0.03,207.69,0.08,1468326.4,266.49,0.12,True,69.95,0.02,-0.01,0.02,2026-04-27,4.34,4.61,0,,4.28,4.57,False,False
27-04-2026 12:00,EUKYO,7.74,8.15,7.61,8.15,245105.0,0.0,0.41,0.07,494.2,0.41,157904.2,55.22,0.0,True,67.96,0.18,0.16,0.02,2026-04-27,7.92,2.9,0,,6.71,ATH,False,False
27-04-2026 12:00,NIBAS,5.9,6.15,5.9,6.13,2798609.0,0.02,0.23,0.04,521.62,0.23,1363021.9,105.32,0.09,True,55.54,-0.05,-0.08,0.03,2026-04-27,5.96,2.85,0,,5.7,6.35,False,False
27-04-2026 12:00,RUBNS,32.56,33.34,32.56,33.3,622274.0,0.04,0.74,0.14,421.13,0.74,233550.2,166.44,0.05,True,78.22,0.34,0.15,0.19,2026-04-27,31.7,5.05,0,,30.5,36.36,False,False
27-04-2026 12:00,CANTE,1.74,1.78,1.73,1.77,151215094.0,0.01,0.03,0.01,400.0,0.03,53854561.1,180.78,0.33,True,73.52,0.0,-0.0,0.01,2026-04-27,1.72,2.91,0,,1.69,1.78,False,False
27-04-2026 12:00,EGPRO,43.98,46.26,43.82,45.92,1500921.0,0.34,1.94,0.34,463.95,1.94,626033.4,139.75,0.18,True,64.25,0.58,0.5,0.09,2026-04-27,43.6,5.32,0,,41.34,47.3,False,False
27-04-2026 12:00,MERCN,23.42,25.3,23.42,24.86,9216064.0,0.44,1.44,0.13,974.63,1.44,1701061.8,441.78,0.31,True,71.45,0.36,0.3,0.06,2026-04-27,23.0,8.09,0,,22.56,ATH,False,False
27-04-2026 12:00,DAPGM,10.5,10.88,10.48,10.86,18493524.0,0.02,0.36,0.03,1233.33,0.36,4992107.9,270.46,0.06,True,70.21,0.03,-0.01,0.04,2026-04-27,10.4,4.42,0,,10.27,11.31,False,False
27-04-2026 12:00,PINSU,12.0,12.18,11.99,12.17,822466.0,0.01,0.17,0.01,1316.67,0.17,312224.4,163.42,0.06,True,49.75,-0.08,-0.1,0.02,2026-04-27,12.03,1.16,2,11.99,11.99,12.75,False,False
27-04-2026 12:00,BIGEN,14.25,15.24,14.03,15.0,6679984.0,0.24,0.75,0.02,3160.87,0.75,3807562.6,75.44,0.32,True,61.54,0.21,0.34,-0.13,2026-04-27,13.92,7.76,0,,13.69,15.37,False,False
