Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
17-09-2026 13:00,DEVA,96.1,98.75,96.1,98.4,147366.0,0.35,2.3,0.58,296.55,2.3,67038.8,119.82,0.15,True,57.71,-0.76,-1.36,0.6,2026-09-17,94.2,4.46,0,,108.4,91.6,True,False
17-09-2026 12:00,ALTIN,73.73,74.45,73.65,74.33,4229419.0,0.12,0.6,0.05,1011.11,0.6,1929147.8,119.24,0.2,True,64.41,0.04,-0.02,0.07,2026-09-17,73.44,1.21,0,,75.17,73.02,False,False
17-09-2026 12:00,VEYAS,90.1,93.7,89.5,92.8,842975.0,0.9,2.7,0.35,682.61,2.7,488484.3,72.57,0.33,True,31.95,-6.74,-7.05,0.31,2026-09-17,97.15,-4.48,0,,142.0,ATL,True,False
17-09-2026 11:00,AKSGY,9.45,9.63,9.42,9.63,743989.0,0.0,0.18,0.01,2471.43,0.18,466825.4,59.37,0.0,True,47.06,-0.09,-0.1,0.0,2026-09-17,9.61,0.21,0,,9.97,9.35,True,True
17-09-2026 11:00,BAHKM,160.0,173.4,160.0,170.9,475307.0,2.5,10.9,1.12,873.21,10.9,263762.8,80.2,0.23,True,55.86,-2.57,-3.91,1.34,2026-09-17,161.9,5.56,0,,202.0,153.1,True,False
17-09-2026 11:00,AZTEK,3.16,3.46,3.14,3.46,3732648.0,0.0,0.3,0.03,971.43,0.3,1116305.8,234.38,0.0,True,60.33,-0.09,-0.11,0.02,2026-09-17,3.15,9.84,0,,3.72,3.12,True,False
17-09-2026 11:00,KRDMA,44.54,46.62,44.5,46.5,1672913.0,0.12,1.96,0.31,524.2,1.96,751191.8,122.7,0.06,True,52.0,-1.3,-1.75,0.45,2026-09-17,43.5,6.9,0,,58.1,ATL,True,False
17-09-2026 11:00,MERIT,14.73,15.09,14.71,15.07,446508.0,0.02,0.34,0.01,3300.0,0.34,237843.6,87.73,0.06,True,46.12,-0.22,-0.24,0.02,2026-09-17,14.82,1.69,0,,16.43,14.42,True,False
17-09-2026 10:00,ENERY,11.27,12.09,11.05,11.88,27350726.0,0.21,0.61,0.0,15150.0,0.61,13174501.1,107.6,0.34,True,48.29,-0.17,-0.1,-0.06,2026-09-17,11.94,-0.5,0,,13.26,10.74,False,False
17-09-2026 09:00,KRDMB,82.8,92.95,82.75,91.65,1179878.0,1.3,8.85,1.47,504.1,8.85,328329.1,259.36,0.15,True,53.96,-3.2,-3.34,0.14,2026-09-17,85.5,7.19,0,,99.9,76.95,True,True
17-09-2026 08:00,LMKDC,20.6,22.24,20.18,21.8,2788575.0,0.44,1.2,0.11,1000.92,1.2,723760.9,285.29,0.37,True,60.47,-0.37,-0.48,0.12,2026-09-17,20.22,7.81,0,,23.32,19.55,True,False
17-09-2026 08:00,METEN,16.22,17.8,16.05,17.55,23046648.0,0.25,1.33,0.08,1483.33,1.33,5718930.3,302.99,0.19,True,48.14,-0.56,-0.58,0.02,2026-09-17,17.0,3.24,0,,19.64,16.11,True,True
17-09-2026 07:00,LIDFA,1.43,1.5,1.41,1.5,4945208.0,0.0,0.07,0.01,1066.67,0.07,2727027.2,81.34,0.0,True,43.27,-0.05,-0.05,0.0,2026-09-17,1.45,3.45,0,,1.77,ATL,True,True
17-09-2026 07:00,CVKMD,13.41,14.08,13.25,14.0,13790399.0,0.08,0.59,0.09,570.45,0.59,4924431.7,180.04,0.14,True,49.99,-0.27,-0.31,0.04,2026-09-17,13.57,3.17,0,,14.76,13.06,True,False
