Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
21-05-2026 17:00,ALTIN,77.39,80.28,77.25,79.9,3418200.0,0.38,2.51,0.24,959.07,2.51,1155306.8,195.87,0.15,True,72.84,-0.14,-0.36,0.22,2026-05-21,77.5,3.1,0,,77.17,80.94,True,False
21-05-2026 16:00,BMSTL,78.75,82.65,78.45,81.6,990408.0,1.05,2.85,0.38,650.0,2.85,284218.4,248.47,0.37,True,65.29,0.13,-0.16,0.28,2026-05-21,77.5,5.29,0,,76.65,82.25,False,False
21-05-2026 16:00,DOKTA,25.6,26.48,25.52,26.36,215383.0,0.12,0.76,0.01,6233.33,0.76,87352.9,146.57,0.16,True,51.78,-0.29,-0.32,0.03,2026-05-21,26.06,1.15,0,,ATL,27.96,True,True
21-05-2026 16:00,UCAYM,31.04,33.14,30.56,33.14,10880629.0,0.0,2.1,0.21,900.0,2.1,2934277.8,270.81,0.0,True,64.65,0.06,-0.15,0.2,2026-05-21,30.14,9.95,0,,30.0,34.44,False,False
21-05-2026 16:00,MARKA,58.2,60.7,57.95,60.65,789702.0,0.05,2.45,0.34,620.59,2.45,467193.7,69.03,0.02,True,64.13,0.99,0.97,0.02,2026-05-21,57.9,4.75,0,,50.8,63.6,False,False
21-05-2026 16:00,MOBTL,14.22,14.8,14.19,14.77,2809179.0,0.03,0.55,0.08,623.68,0.55,1439720.3,95.12,0.05,True,58.58,0.06,0.03,0.04,2026-05-21,14.27,3.5,0,,13.7,14.86,False,False
21-05-2026 16:00,TATGD,20.4,20.84,20.4,20.76,438667.0,0.08,0.36,0.02,1700.0,0.36,281143.1,56.03,0.22,True,47.16,-0.31,-0.36,0.06,2026-05-21,20.78,-0.1,0,,19.25,23.34,True,False
21-05-2026 15:00,DCTTR,14.52,14.93,14.43,14.85,31737259.0,0.08,0.33,0.03,1078.57,0.33,4489116.7,606.98,0.24,True,67.41,0.22,0.22,0.0,2026-05-21,14.5,2.41,0,,13.63,ATH,False,False
21-05-2026 15:00,GEDZA,33.22,36.48,33.0,35.72,3535948.0,0.76,2.5,0.18,1273.63,2.5,666861.3,430.24,0.3,True,74.98,0.95,0.84,0.11,2026-05-21,33.76,5.81,0,,30.4,ATH,False,False
21-05-2026 14:00,PEKGY,13.31,13.98,13.23,13.92,80344147.0,0.06,0.61,0.01,4592.31,0.61,26745786.7,200.4,0.1,True,49.04,-0.29,-0.33,0.04,2026-05-21,13.52,2.96,0,,13.85,19.94,True,True
21-05-2026 14:00,EUKYO,8.55,9.07,8.54,9.03,590914.0,0.04,0.48,0.09,451.72,0.48,329520.9,79.33,0.08,True,81.8,0.3,0.23,0.08,2026-05-21,8.25,9.45,0,,7.13,ATH,False,False
21-05-2026 14:00,DZGYO,8.03,8.47,8.0,8.46,1616589.0,0.01,0.43,0.06,681.82,0.43,361877.3,346.72,0.02,True,71.64,0.02,-0.02,0.03,2026-05-21,7.96,6.28,0,,7.95,ATH,False,False
21-05-2026 14:00,ORGE,107.0,112.0,106.5,111.4,1085304.0,0.6,4.4,0.7,528.57,4.4,598534.4,81.33,0.14,True,78.07,2.89,2.09,0.81,2026-05-21,102.4,8.79,0,,92.25,ATH,False,False
21-05-2026 14:00,CEMZY,12.42,13.69,12.35,13.47,39828192.0,0.22,1.05,0.01,17400.0,1.05,5764220.7,590.96,0.21,True,56.43,-0.14,-0.14,-0.0,2026-05-21,12.86,4.74,0,,12.71,13.96,False,False
21-05-2026 13:00,KNFRT,11.83,12.82,11.81,12.68,1534777.0,0.14,0.85,0.08,989.74,0.85,342805.8,347.71,0.16,True,65.19,-0.04,-0.09,0.05,2026-05-21,11.9,6.55,0,,11.75,13.5,True,True
21-05-2026 13:00,GESAN,66.55,70.15,65.25,70.15,7922254.0,0.0,3.6,0.41,788.89,3.6,2640260.8,200.06,0.0,True,80.42,1.98,1.22,0.76,2026-05-21,63.8,9.95,0,,55.55,ATH,False,False
21-05-2026 12:00,ISGYO,20.94,21.32,20.92,21.32,712342.0,0.0,0.38,0.02,2011.11,0.38,412795.1,72.57,0.0,True,58.36,0.15,0.17,-0.02,2026-05-21,21.34,-0.09,0,,20.0,21.52,False,False
21-05-2026 12:00,SELEC,99.45,101.5,98.95,101.2,197332.0,0.3,1.75,0.18,872.22,1.75,105414.8,87.2,0.17,True,47.1,-1.48,-1.8,0.32,2026-05-21,99.6,1.61,0,,ATL,109.2,True,False
21-05-2026 12:00,CVKMD,41.7,42.44,41.64,42.26,3319724.0,0.18,0.56,0.12,374.58,0.56,1721136.0,92.88,0.32,True,54.64,-0.12,-0.16,0.04,2026-05-21,41.9,0.86,0,,40.88,44.3,False,False
