Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
09-09-2026 14:00,AKYHO,2.14,2.16,2.14,2.16,170855.0,0.0,0.02,0.01,300.0,0.02,100915.2,69.31,0.0,True,63.94,0.01,0.01,0.0,2026-09-09,2.12,1.89,0,,2.24,1.94,False,False
09-09-2026 13:00,KRVGD,2.26,2.31,2.26,2.3,3126707.0,0.01,0.04,0.01,471.43,0.04,2032716.3,53.82,0.25,True,64.63,0.01,0.01,0.0,2026-09-09,2.28,0.88,0,,ATH,2.23,False,False
09-09-2026 13:00,MARTI,2.16,2.35,2.16,2.33,56611953.0,0.02,0.17,0.02,900.0,0.17,22530255.1,151.27,0.12,True,69.78,0.04,0.03,0.01,2026-09-09,2.18,6.88,0,,ATH,2.03,False,False
09-09-2026 13:00,KARSN,14.69,15.56,14.63,15.56,19518612.0,0.0,0.87,0.09,923.53,0.87,8410115.8,132.08,0.0,True,74.59,0.37,0.35,0.02,2026-09-09,14.15,9.96,0,,ATH,13.68,False,False
09-09-2026 12:00,AHSGY,13.75,14.21,13.59,14.18,722006.0,0.03,0.43,0.0,14233.33,0.43,339329.2,112.77,0.07,True,46.02,-0.22,-0.22,0.0,2026-09-09,14.29,-0.77,0,,15.04,ATL,True,True
09-09-2026 12:00,INFO,4.6,4.78,4.59,4.75,9431403.0,0.03,0.15,0.01,1150.0,0.15,4661207.5,102.34,0.2,True,51.36,-0.08,-0.12,0.04,2026-09-09,4.6,3.26,0,,4.78,4.47,True,False
09-09-2026 12:00,ARFYE,20.62,20.96,20.38,20.9,734056.0,0.06,0.28,0.07,324.24,0.28,299381.9,145.19,0.21,True,76.62,0.29,0.28,0.01,2026-09-09,20.3,2.96,0,,ATH,18.05,False,False
09-09-2026 12:00,FZLGY,8.25,8.45,8.22,8.41,2921500.0,0.04,0.16,0.02,700.0,0.16,854699.3,241.82,0.25,True,68.66,0.04,0.01,0.02,2026-09-09,8.21,2.44,0,,10.25,7.98,False,False
09-09-2026 12:00,BLUME,37.7,39.12,37.66,39.04,601523.0,0.08,1.34,0.24,449.18,1.34,244613.3,145.91,0.06,True,57.55,-0.34,-0.57,0.22,2026-09-09,37.9,3.01,0,,42.0,36.26,True,False
09-09-2026 12:00,KTLEV,31.14,38.02,31.14,38.02,184213654.0,0.0,6.88,0.69,900.0,6.88,19075437.2,865.71,0.0,True,55.31,-2.72,-3.28,0.57,2026-09-09,34.58,9.95,0,,49.46,31.14,True,True
09-09-2026 11:00,KMPUR,18.35,18.65,18.34,18.64,453002.0,0.01,0.29,0.04,643.59,0.29,289209.2,56.63,0.03,True,68.53,0.07,0.02,0.05,2026-09-09,18.34,1.64,0,,18.88,17.82,False,False
