Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
22-01-2026 10:00,ZOREN,3.07,3.09,3.06,3.09,10921660.0,0.0,0.02,0.0,566.67,0.02,4208683.3,159.5,0.0,True,55.61,-0.01,-0.01,0.0,2026-01-22,3.05,1.31,0,,3.04,3.15,True,True
22-01-2026 10:00,BIMAS,622.0,632.5,619.5,631.5,4153305.0,1.0,9.5,0.1,9400.0,9.5,868238.2,378.36,0.11,True,61.86,-1.78,-3.3,1.52,2026-01-22,611.0,3.36,0,,613.5,655.0,True,False
22-01-2026 10:00,HUNER,3.41,3.51,3.4,3.49,9359641.0,0.02,0.08,0.01,900.0,0.08,2584875.3,262.09,0.25,True,74.66,0.03,0.03,0.01,2026-01-22,3.38,3.25,0,,3.28,ATH,False,False
22-01-2026 10:00,HALKB,43.28,44.1,42.96,43.88,16935139.0,0.22,0.6,0.06,934.48,0.6,7859747.0,115.47,0.37,True,67.92,0.3,0.26,0.04,2026-01-22,42.96,2.14,0,,40.36,45.4,False,False
22-01-2026 10:00,GWIND,24.68,24.9,24.62,24.9,801523.0,0.0,0.22,0.03,587.5,0.22,387352.4,106.92,0.0,True,57.44,-0.06,-0.09,0.03,2026-01-22,24.58,1.3,0,,24.4,26.0,False,False
22-01-2026 10:00,SNICA,4.26,4.32,4.26,4.31,1483754.0,0.01,0.05,0.01,733.33,0.05,608365.6,143.89,0.2,True,51.93,-0.02,-0.02,-0.0,2026-01-22,4.26,1.17,0,,4.24,4.4,False,False
22-01-2026 10:00,USAK,2.88,2.93,2.88,2.92,13578975.0,0.01,0.04,0.01,566.67,0.04,4150988.1,227.13,0.25,True,59.56,-0.01,-0.01,0.0,2026-01-22,2.87,1.74,0,,2.83,2.93,False,False
22-01-2026 10:00,FORTE,91.55,94.0,91.55,93.85,716677.0,0.15,2.3,0.34,576.47,2.3,173596.9,312.84,0.07,True,62.68,-0.37,-0.68,0.3,2026-01-22,91.4,2.68,0,,89.8,96.0,True,False
22-01-2026 10:00,SRVGY,3.41,3.5,3.41,3.48,10081403.0,0.02,0.07,0.0,1650.0,0.07,2633508.3,282.81,0.29,True,61.31,-0.01,-0.01,0.0,2026-01-22,3.39,2.65,0,,3.36,3.5,False,False
22-01-2026 10:00,EREGL,26.14,26.38,26.1,26.34,35803809.0,0.04,0.2,0.01,1566.67,0.2,15421648.8,132.17,0.2,True,61.06,-0.0,-0.03,0.03,2026-01-22,25.92,1.62,0,,25.6,26.76,False,False
22-01-2026 10:00,ERCB,69.15,70.15,69.15,70.1,266027.0,0.05,0.95,0.05,1627.27,0.95,159843.0,66.43,0.05,True,48.89,-0.49,-0.48,-0.01,2026-01-22,69.0,1.59,0,,67.6,72.9,True,True
22-01-2026 10:00,ENERY,9.14,9.44,9.14,9.4,9368852.0,0.04,0.26,0.02,1200.0,0.26,1729256.8,441.78,0.15,True,74.09,0.02,0.01,0.02,2026-01-22,9.15,2.73,0,,9.07,ATH,False,False
22-01-2026 10:00,EKSUN,5.69,5.77,5.68,5.77,742586.0,0.0,0.08,0.01,700.0,0.08,302391.0,145.57,0.0,True,53.65,-0.02,-0.02,-0.01,2026-01-22,5.64,2.3,0,,5.59,6.04,False,False
22-01-2026 10:00,EGSER,2.99,3.01,2.98,3.01,792609.0,0.0,0.02,0.0,566.67,0.02,325468.8,143.53,0.0,True,57.57,-0.0,-0.0,0.0,2026-01-22,2.99,0.67,0,,2.94,3.02,False,False
22-01-2026 10:00,BIGCH,44.2,47.38,44.2,47.26,720681.0,0.12,3.06,0.31,900.0,3.06,127385.8,465.75,0.04,True,68.93,0.27,0.09,0.18,2026-01-22,44.52,6.15,0,,43.08,ATH,False,False
22-01-2026 10:00,EGPRO,26.46,27.26,26.46,27.14,176844.0,0.12,0.68,0.03,2515.38,0.68,100889.6,75.28,0.18,True,56.17,-0.13,-0.13,0.01,2026-01-22,26.44,2.65,0,,24.92,28.34,False,False
22-01-2026 10:00,EGEPO,9.81,10.06,9.81,10.06,798257.0,0.0,0.25,0.03,825.93,0.25,318062.7,150.97,0.0,True,70.81,0.14,0.15,-0.0,2026-01-22,9.81,2.55,0,,9.18,10.14,False,False
22-01-2026 10:00,ARTMS,38.26,38.94,38.26,38.8,280244.0,0.14,0.54,0.02,3275.0,0.54,170716.0,64.16,0.26,True,53.37,-0.05,0.08,-0.13,2026-01-22,38.02,2.05,0,,37.52,41.6,False,False
22-01-2026 10:00,EDIP,36.44,37.0,35.94,36.9,369323.0,0.1,0.46,0.1,360.0,0.46,95775.9,285.61,0.22,True,68.24,0.12,0.01,0.11,2026-01-22,35.76,3.19,0,,35.18,36.92,False,False
22-01-2026 10:00,DZGYO,8.6,9.11,8.59,9.1,3337137.0,0.01,0.5,0.09,481.4,0.5,1423643.2,134.41,0.02,True,76.86,0.11,0.05,0.06,2026-01-22,8.6,5.81,0,,8.21,ATH,False,False
22-01-2026 10:00,DGNMO,4.92,5.17,4.92,5.13,2949560.0,0.04,0.21,0.02,900.0,0.21,378223.4,679.85,0.19,True,74.33,-0.0,-0.01,0.01,2026-01-22,4.9,4.69,0,,4.87,ATH,False,False
22-01-2026 10:00,TUKAS,2.76,2.85,2.75,2.83,68698800.0,0.02,0.07,0.0,1650.0,0.07,18002558.3,281.61,0.29,True,56.2,-0.02,-0.02,0.0,2026-01-22,2.73,3.66,0,,2.68,3.04,True,True
22-01-2026 10:00,TKNSA,24.1,24.56,24.1,24.46,431645.0,0.1,0.36,0.02,1900.0,0.36,195340.2,120.97,0.28,True,57.88,0.01,0.06,-0.05,2026-01-22,24.02,1.83,0,,23.96,25.42,False,False
22-01-2026 10:00,BNTAS,6.57,6.65,6.56,6.64,768885.0,0.01,0.07,0.0,6900.0,0.07,391234.5,96.53,0.14,True,55.0,-0.04,-0.04,0.01,2026-01-22,6.52,1.84,0,,6.61,6.8,False,False
22-01-2026 10:00,DAPGM,11.04,11.2,11.01,11.19,1630883.0,0.01,0.15,0.04,294.74,0.15,1001980.4,62.77,0.07,True,61.99,0.05,0.01,0.03,2026-01-22,11.07,1.08,0,,10.66,11.46,False,False
22-01-2026 10:00,TUCLK,4.55,4.6,4.55,4.59,2000774.0,0.01,0.04,0.01,471.43,0.04,650134.5,207.75,0.25,True,53.31,-0.01,-0.01,0.0,2026-01-22,4.54,1.1,0,,4.49,4.78,True,True
22-01-2026 10:00,CVKMD,29.22,30.24,29.16,30.2,10024068.0,0.04,0.98,0.08,1189.47,0.98,3287619.3,204.9,0.04,True,64.3,0.09,-0.0,0.09,2026-01-22,29.08,3.85,0,,27.4,30.7,False,False
22-01-2026 10:00,CIMSA,45.52,46.06,45.52,45.96,4344825.0,0.1,0.44,0.03,1471.43,0.44,1506581.9,188.39,0.23,True,61.46,-0.1,-0.17,0.07,2026-01-22,45.16,1.77,0,,44.62,47.22,True,False
22-01-2026 10:00,CEOEM,21.42,21.82,21.42,21.82,184319.0,0.0,0.4,0.04,852.38,0.4,88682.7,107.84,0.0,True,50.09,-0.2,-0.22,0.02,2026-01-22,21.32,2.35,0,,21.0,22.86,False,False
22-01-2026 10:00,TRMET,129.1,133.9,128.6,133.8,2229153.0,0.1,4.7,0.56,739.29,4.7,816338.0,173.07,0.02,True,72.46,1.17,1.0,0.17,2026-01-22,128.8,3.88,0,,125.9,ATH,False,False
22-01-2026 10:00,TRILC,16.86,16.99,16.82,16.99,794836.0,0.0,0.13,0.01,900.0,0.13,228108.0,248.45,0.0,True,52.76,-0.07,-0.09,0.01,2026-01-22,16.77,1.31,0,,16.68,17.62,True,True
22-01-2026 10:00,BVSAN,117.8,127.3,117.4,125.5,1405135.0,1.8,7.7,1.3,492.31,7.7,448838.1,213.06,0.23,True,82.74,3.23,2.7,0.53,2026-01-22,117.8,6.54,0,,107.5,ATH,False,False
22-01-2026 10:00,BULGS,46.04,46.7,45.68,46.66,1642614.0,0.04,0.62,0.0,15400.0,0.62,688404.6,138.61,0.06,True,64.26,0.28,0.31,-0.03,2026-01-22,45.94,1.57,0,,44.62,47.16,False,False
22-01-2026 10:00,ARZUM,2.31,2.33,2.3,2.33,1358454.0,0.0,0.02,0.0,900.0,0.02,727641.2,86.69,0.0,True,60.6,-0.0,-0.01,0.0,2026-01-22,2.3,1.3,0,,2.26,2.37,False,False
22-01-2026 10:00,PRDGS,6.6,6.75,6.6,6.71,851833.0,0.04,0.11,0.02,511.11,0.11,389705.7,118.58,0.36,True,58.07,0.01,0.01,-0.0,2026-01-22,6.57,2.13,0,,6.53,6.85,False,False
22-01-2026 10:00,INDES,7.84,8.03,7.83,8.02,2506876.0,0.01,0.18,0.01,1284.62,0.18,1177123.7,112.97,0.06,True,70.69,0.06,0.05,0.01,2026-01-22,7.82,2.56,0,,7.62,ATH,False,False
22-01-2026 10:00,LRSHO,4.31,4.35,4.3,4.34,3293038.0,0.01,0.03,0.0,2900.0,0.03,1655260.7,98.94,0.33,True,39.3,-0.05,-0.05,-0.0,2026-01-22,4.3,0.93,0,,4.28,4.54,False,False
22-01-2026 10:00,MACKO,26.38,26.98,26.38,26.88,212339.0,0.1,0.5,0.05,825.93,0.5,105388.4,101.48,0.2,True,52.91,-0.08,-0.05,-0.03,2026-01-22,26.3,2.21,0,,26.2,28.5,False,False
22-01-2026 10:00,MANAS,19.48,21.34,19.43,21.34,18069583.0,0.0,1.86,0.27,586.35,1.86,4366683.2,313.81,0.0,True,82.85,0.45,0.26,0.2,2026-01-22,19.4,10.0,0,,18.01,ATH,False,False
22-01-2026 10:00,MARMR,3.16,3.33,3.14,3.33,105945926.0,0.0,0.17,0.03,385.71,0.17,47364124.4,123.68,0.0,True,89.66,0.15,0.12,0.03,2026-01-22,3.03,9.9,0,,2.07,ATH,False,False
22-01-2026 10:00,MARTI,2.66,2.69,2.65,2.69,2725665.0,0.0,0.03,0.0,500.0,0.03,1532105.3,77.9,0.0,True,57.53,-0.01,-0.02,0.01,2026-01-22,2.64,1.89,0,,2.61,2.79,True,False
22-01-2026 10:00,YKSLN,3.11,3.15,3.09,3.14,1781053.0,0.01,0.03,0.0,650.0,0.03,650369.2,173.85,0.33,True,57.92,-0.01,-0.01,0.0,2026-01-22,3.09,1.62,0,,3.07,3.21,True,True
22-01-2026 10:00,YUNSA,8.26,8.37,8.24,8.35,1861153.0,0.02,0.09,0.02,350.0,0.09,598062.2,211.2,0.22,True,70.45,0.03,0.02,0.02,2026-01-22,8.23,1.46,0,,8.07,ATH,False,False
22-01-2026 10:00,AKENR,10.81,10.98,10.81,10.96,1564401.0,0.02,0.15,0.02,837.5,0.15,680657.3,129.84,0.13,True,51.65,-0.07,-0.07,0.0,2026-01-22,10.78,1.67,0,,10.69,11.31,True,True
22-01-2026 10:00,MERKO,15.15,16.2,15.07,16.16,9864846.0,0.04,1.01,0.12,708.0,1.01,1988056.4,396.21,0.04,True,88.48,0.28,0.18,0.09,2026-01-22,15.12,6.88,0,,14.32,ATH,False,False
22-01-2026 10:00,MEYSU,13.33,14.03,13.32,14.03,17588813.0,0.0,0.7,0.12,503.45,0.7,6216483.4,182.94,0.0,True,89.16,0.67,0.54,0.14,2026-01-22,12.76,9.95,0,,10.17,ATH,False,False
22-01-2026 10:00,MHRGY,3.46,3.54,3.46,3.54,785335.0,0.0,0.08,0.01,1233.33,0.08,301730.0,160.28,0.0,True,62.15,-0.01,-0.01,0.0,2026-01-22,3.45,2.61,0,,3.48,3.56,False,False
22-01-2026 10:00,MNDTR,6.63,6.73,6.63,6.71,446983.0,0.02,0.08,0.01,627.27,0.08,243442.0,83.61,0.25,True,60.09,-0.02,-0.03,0.01,2026-01-22,6.61,1.51,0,,6.54,6.85,True,False
22-01-2026 10:00,ZEDUR,8.05,8.15,8.05,8.14,381926.0,0.01,0.09,0.01,1400.0,0.09,158821.9,140.47,0.11,True,60.67,-0.01,-0.01,0.0,2026-01-22,8.07,0.87,0,,8.0,8.15,False,False
22-01-2026 10:00,PASEU,141.9,146.7,141.9,146.4,488734.0,0.3,4.5,0.42,971.43,4.5,161064.0,203.44,0.07,True,56.01,-1.26,-1.88,0.62,2026-01-22,141.6,3.39,0,,139.9,156.2,True,True
22-01-2026 10:00,NTGAZ,10.49,10.72,10.41,10.67,2434901.0,0.05,0.18,0.03,445.45,0.18,958122.9,154.13,0.28,True,69.64,0.08,0.05,0.03,2026-01-22,10.4,2.6,0,,10.08,ATH,False,False
22-01-2026 10:00,ALBRK,8.49,8.59,8.41,8.59,9216998.0,0.0,0.1,0.01,1011.11,0.1,2739417.3,236.46,0.0,True,67.4,0.02,0.01,0.0,2026-01-22,8.43,1.9,0,,8.05,8.68,False,False
22-01-2026 10:00,BURCE,60.7,64.0,59.7,63.7,1154266.0,0.3,3.0,0.22,1263.64,3.0,260026.8,343.9,0.1,True,55.56,-1.19,-1.67,0.47,2026-01-22,59.5,7.06,0,,59.1,67.35,True,True
22-01-2026 10:00,KOPOL,5.37,5.54,5.37,5.5,2468920.0,0.04,0.13,0.01,983.33,0.13,557762.6,342.65,0.31,True,59.89,-0.03,-0.03,0.0,2026-01-22,5.34,3.0,0,,5.32,5.61,True,True
22-01-2026 10:00,KLYPV,55.5,56.05,55.35,56.05,294977.0,0.0,0.55,0.0,10900.0,0.55,195948.9,50.54,0.0,True,48.01,-0.47,-0.51,0.04,2026-01-22,55.2,1.54,0,,ATL,57.4,True,True
22-01-2026 10:00,KLSER,27.28,27.88,27.26,27.88,665451.0,0.0,0.6,0.08,614.29,0.6,179881.3,269.94,0.0,True,69.38,0.03,-0.02,0.05,2026-01-22,27.22,2.42,0,,26.88,27.98,False,False
22-01-2026 10:00,INVEO,8.46,8.57,8.46,8.54,1373508.0,0.03,0.08,0.0,1500.0,0.08,471738.8,191.16,0.38,True,50.38,-0.05,-0.05,0.0,2026-01-22,8.41,1.55,0,,8.4,8.82,True,True
22-01-2026 10:00,KCAER,10.93,11.1,10.93,11.07,2308877.0,0.03,0.14,0.0,6900.0,0.14,1085327.1,112.74,0.21,True,50.46,-0.07,-0.06,-0.0,2026-01-22,10.88,1.75,0,,10.91,11.5,True,True
22-01-2026 10:00,ANGEN,10.99,11.12,10.99,11.1,322579.0,0.02,0.11,0.01,1000.0,0.11,124610.1,158.87,0.18,True,53.96,-0.04,-0.03,-0.0,2026-01-22,10.95,1.37,0,,10.92,11.36,False,False
22-01-2026 10:00,VKING,31.02,32.86,30.86,32.66,529740.0,0.2,1.64,0.16,912.35,1.64,77898.7,580.04,0.12,True,73.09,-0.05,-0.2,0.15,2026-01-22,30.78,6.11,0,,30.82,34.42,True,False
22-01-2026 10:00,ISKPL,11.68,12.7,11.68,12.48,10849993.0,0.22,0.8,0.14,475.54,0.8,2467052.8,339.8,0.27,True,85.3,0.15,0.03,0.12,2026-01-22,11.62,7.4,0,,10.94,ATH,False,False
22-01-2026 10:00,RTALB,3.55,3.59,3.54,3.58,3017763.0,0.01,0.03,0.0,6.75539944105579e+16,0.03,1818619.6,65.94,0.33,True,52.31,-0.01,-0.01,-0.0,2026-01-22,3.54,1.13,0,,3.52,3.67,False,False
22-01-2026 10:00,KMPUR,15.38,15.65,15.38,15.63,431862.0,0.02,0.25,0.03,635.29,0.25,187187.7,130.71,0.08,True,61.84,0.01,0.01,-0.0,2026-01-22,15.34,1.89,0,,15.15,16.05,False,False
22-01-2026 10:00,IZENR,8.71,8.93,8.71,8.92,4763486.0,0.01,0.21,0.01,1650.0,0.21,1909845.3,149.42,0.05,True,59.01,-0.03,-0.06,0.03,2026-01-22,8.64,3.24,0,,8.7,9.18,True,False
