Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
09-09-2026 07:00,BLCYT,2.3,2.44,2.28,2.41,11268056.0,0.03,0.11,0.02,478.95,0.11,5558618.3,102.71,0.27,True,65.95,0.01,-0.0,0.01,2026-09-09,2.25,7.11,0,,2.45,2.16,False,False
09-09-2026 07:00,HATSN,74.8,78.4,74.8,77.4,1974072.0,1.0,2.6,0.26,900.0,2.6,233218.5,746.45,0.38,True,88.37,2.83,2.25,0.58,2026-09-09,72.6,6.61,0,,92.0,58.8,False,False
09-09-2026 07:00,HURGZ,7.5,7.77,7.45,7.74,2005479.0,0.03,0.24,0.02,1500.0,0.24,699071.6,186.88,0.12,True,72.8,0.04,0.01,0.02,2026-09-09,7.4,4.59,0,,7.92,7.14,False,False
09-09-2026 07:00,AYGAZ,325.5,330.75,324.5,330.25,261466.0,0.5,4.75,0.15,3066.67,4.75,163548.1,59.87,0.11,True,59.6,-0.39,-1.3,0.91,2026-09-09,324.25,1.85,0,,340.5,318.0,False,False
09-09-2026 07:00,KZGYO,27.24,28.9,27.22,28.9,3200314.0,0.0,1.66,0.29,472.41,1.66,920927.0,247.51,0.0,True,83.26,1.41,1.09,0.32,2026-09-09,26.28,9.97,0,,ATH,21.78,False,False
09-09-2026 07:00,YKSLN,3.22,3.48,3.17,3.48,36243666.0,0.0,0.26,0.03,900.0,0.26,3914157.7,825.96,0.0,True,89.84,0.15,0.12,0.03,2026-09-09,3.17,9.78,0,,ATH,2.6,False,False
08-09-2026 15:00,SELEC,370.0,375.0,370.0,375.0,435999.0,0.0,5.0,0.88,471.43,5.0,196596.0,121.77,0.0,True,78.09,4.48,4.24,0.24,2026-09-08,365.0,2.74,0,,ATH,311.25,False,False
08-09-2026 14:00,A1CAP,7.38,7.47,7.38,7.45,835564.0,0.02,0.07,0.01,677.78,0.07,425617.1,96.32,0.29,True,60.35,-0.01,-0.04,0.03,2026-09-08,7.34,1.5,0,,7.72,7.26,False,False
08-09-2026 14:00,MOPAS,25.9,26.02,25.84,26.0,369397.0,0.02,0.1,0.04,127.27,0.1,146833.1,151.58,0.2,True,66.4,0.07,0.01,0.06,2026-09-08,25.64,1.4,0,,26.76,24.88,False,False
08-09-2026 14:00,OYAKC,21.94,22.44,21.94,22.42,3441348.0,0.02,0.48,0.05,860.0,0.48,1499381.9,129.52,0.04,True,68.61,0.14,0.1,0.04,2026-09-08,21.88,2.47,0,,22.5,20.96,False,False
