Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
16-09-2026 10:00,TUCLK,3.66,4.07,3.63,4.06,6844820.0,0.01,0.4,0.02,1566.67,0.4,1310514.0,422.3,0.03,True,68.35,-0.02,-0.03,0.01,2026-09-16,3.76,7.98,0,,4.17,3.82,False,False
16-09-2026 08:00,IHYAY,1.17,1.23,1.17,1.23,1257337.0,0.0,0.06,0.0,2900.0,0.06,749182.9,67.83,0.0,True,44.48,-0.01,0.0,-0.01,2026-09-16,1.29,-4.65,0,,1.36,1.2,False,False
16-09-2026 08:00,TUPRS,402.75,410.0,396.0,408.75,5004877.0,1.25,6.0,0.28,2081.82,6.0,2621879.6,90.89,0.21,True,47.13,-1.34,-0.92,-0.42,2026-09-16,412.5,-0.91,0,,420.5,385.5,False,False
16-09-2026 08:00,ASELS,365.25,374.5,359.25,374.0,5040378.0,0.5,8.75,0.42,1958.82,8.75,3222112.7,56.43,0.06,True,44.0,-3.87,-4.3,0.43,2026-09-16,377.0,-0.8,0,,407.0,368.25,True,False
16-09-2026 08:00,INVEO,6.52,6.83,6.42,6.77,2287919.0,0.06,0.25,0.02,941.67,0.25,698818.0,227.4,0.24,True,56.42,-0.02,-0.04,0.02,2026-09-16,6.63,2.11,0,,7.0,6.5,False,False
16-09-2026 08:00,PRKAB,30.1,32.5,29.48,32.42,649261.0,0.08,2.32,0.11,1935.09,2.32,215117.9,201.82,0.03,True,63.8,-0.2,-0.29,0.09,2026-09-16,30.42,6.57,0,,35.66,31.36,True,True
16-09-2026 08:00,BOSSA,6.52,6.92,6.48,6.86,2371422.0,0.06,0.34,0.04,709.52,0.34,1342009.1,76.71,0.18,True,69.14,0.05,0.0,0.05,2026-09-16,6.68,2.69,0,,ATH,6.29,False,False
16-09-2026 08:00,BORSK,5.9,6.32,5.85,6.22,3987267.0,0.1,0.32,0.0,31900.0,0.32,1008290.2,295.45,0.31,True,45.63,-0.11,-0.11,-0.0,2026-09-16,6.15,1.14,0,,6.6,ATL,True,True
16-09-2026 08:00,KRGYO,3.69,3.77,3.66,3.77,6851652.0,0.0,0.08,0.0,1900.0,0.08,2220349.8,208.58,0.0,True,68.46,0.03,0.03,-0.01,2026-09-16,3.68,2.45,0,,3.78,3.66,False,False
16-09-2026 08:00,TKFEN,223.0,233.6,220.5,233.5,1736097.0,0.1,10.5,0.36,2816.67,10.5,1146323.3,51.45,0.01,True,61.69,3.68,3.78,-0.1,2026-09-16,230.0,1.52,0,,237.9,214.5,False,False
16-09-2026 08:00,AKFIS,13.33,14.61,13.28,14.34,4209981.0,0.27,1.01,0.04,2629.73,1.01,1980370.7,112.59,0.27,True,38.61,-0.59,-0.59,0.0,2026-09-16,14.74,-2.71,0,,17.98,13.79,True,False
16-09-2026 08:00,KGYO,11.25,11.79,11.25,11.71,3489733.0,0.08,0.46,0.02,2455.56,0.46,1997514.9,74.7,0.17,True,54.3,0.08,0.09,-0.01,2026-09-16,11.86,-1.26,0,,12.06,10.69,False,False
16-09-2026 08:00,FRIGO,2.18,2.22,2.17,2.22,3212232.0,0.0,0.04,0.0,1900.0,0.04,2026727.5,58.49,0.0,True,41.75,-0.03,-0.03,0.0,2026-09-16,2.23,-0.45,0,,2.29,2.19,True,True
16-09-2026 07:00,TDGYO,20.5,22.52,19.51,21.98,1926390.0,0.54,1.48,0.18,736.16,1.48,448827.6,329.2,0.36,True,75.63,0.69,0.56,0.14,2026-09-16,20.48,7.32,0,,ATH,18.51,False,False
16-09-2026 07:00,BMSCH,11.08,12.04,11.0,11.9,6579723.0,0.14,0.82,0.08,964.94,0.82,922055.6,613.59,0.17,True,65.2,-0.02,-0.05,0.03,2026-09-16,10.95,8.68,0,,12.19,10.73,False,False
16-09-2026 07:00,UNLU,11.09,11.33,11.09,11.33,1704204.0,0.0,0.24,0.0,4700.0,0.24,308640.5,452.16,0.0,True,73.67,0.04,-0.03,0.07,2026-09-16,10.3,10.0,0,,ATH,10.09,False,False
15-09-2026 15:00,KARCL,226.3,233.0,226.3,233.0,997702.0,0.0,6.7,1.47,355.78,6.7,372652.7,167.73,0.0,True,83.13,6.9,6.06,0.84,2026-09-15,217.0,7.37,0,,ATH,160.0,False,False
15-09-2026 14:00,DMRGD,10.34,10.55,10.33,10.5,2864645.0,0.05,0.16,0.01,1354.55,0.16,1417339.4,102.11,0.31,True,49.85,-0.05,-0.05,-0.0,2026-09-15,10.5,0.0,0,,10.82,10.32,False,False
15-09-2026 14:00,DSTKF,2680.0,2707.5,2657.5,2700.0,137691.0,7.5,20.0,9.75,105.13,20.0,59017.3,133.31,0.38,True,80.9,57.43,47.93,9.5,2026-09-15,2605.0,3.65,0,,ATH,2362.0,False,False
15-09-2026 14:00,BIGEN,148.0,154.1,147.6,152.5,3791867.0,1.6,4.5,0.43,946.51,4.5,1362084.5,178.39,0.36,True,64.93,3.32,3.25,0.07,2026-09-15,149.9,1.73,0,,ATH,131.2,False,False
15-09-2026 14:00,IZFAS,45.5,51.6,45.1,51.5,5987979.0,0.1,6.0,0.92,550.76,6.0,985919.0,507.35,0.02,True,61.15,-2.01,-2.6,0.59,2026-09-15,46.94,9.71,0,,60.15,42.26,True,True
15-09-2026 14:00,PATEK,23.06,25.16,22.88,25.16,39646411.0,0.0,2.1,0.25,726.77,2.1,8450359.0,369.17,0.0,True,63.36,-0.14,-0.11,-0.03,2026-09-15,22.88,9.97,0,,27.08,21.06,False,False
15-09-2026 13:00,CEMZY,14.83,15.62,14.75,15.59,11767068.0,0.03,0.76,0.11,578.57,0.76,6613695.6,77.92,0.04,True,73.61,0.05,-0.05,0.11,2026-09-15,14.23,9.56,0,,ATH,13.49,False,False
15-09-2026 12:00,AHGAZ,40.6,41.12,40.6,41.1,1786754.0,0.02,0.5,0.07,657.58,0.5,846466.2,111.08,0.04,True,66.77,0.26,0.3,-0.04,2026-09-15,40.78,0.78,0,,41.22,40.12,False,False
15-09-2026 12:00,RALYH,264.0,269.0,263.5,268.5,396507.0,0.5,4.5,0.1,4400.0,4.5,216109.2,83.48,0.11,True,52.79,-0.94,-1.04,0.1,2026-09-15,270.0,-0.56,0,,273.5,258.5,False,False
15-09-2026 11:00,CEOEM,30.48,31.54,30.46,31.42,992640.0,0.12,0.94,0.2,360.78,0.94,643620.8,54.23,0.13,True,80.55,1.08,1.03,0.05,2026-09-15,29.78,5.51,0,,ATH,24.36,False,False
15-09-2026 11:00,BEYAZ,23.54,24.7,23.46,24.7,1111731.0,0.0,1.16,0.18,544.44,1.16,268113.4,314.65,0.0,True,79.11,0.21,0.07,0.14,2026-09-15,22.46,9.97,1,24.7,ATH,22.22,False,False
15-09-2026 10:00,MERKO,1.18,1.19,1.18,1.19,2456460.0,0.0,0.01,0.0,400.0,0.01,1304077.8,88.37,0.0,True,35.9,-0.01,-0.01,-0.0,2026-09-15,1.19,0.0,0,,1.2,1.18,False,False
15-09-2026 10:00,ISDMR,60.45,62.0,60.4,61.9,477677.0,0.1,1.45,0.26,457.69,1.45,179001.8,166.86,0.07,True,65.01,0.19,0.11,0.08,2026-09-15,60.0,3.17,0,,62.0,59.7,False,False
15-09-2026 10:00,BLUME,36.72,37.94,36.54,37.6,476608.0,0.34,0.88,0.05,1592.31,0.88,135594.1,251.5,0.39,True,58.54,-0.12,-0.17,0.06,2026-09-15,36.26,3.7,0,,38.26,36.14,True,True
15-09-2026 10:00,VKGYO,1.9,1.91,1.9,1.91,3006395.0,0.0,0.01,0.0,900.0,0.01,1619243.3,85.67,0.0,True,37.57,-0.01,-0.01,-0.0,2026-09-15,1.91,0.0,0,,1.95,1.9,False,False
15-09-2026 08:00,CRDFA,23.6,24.8,23.2,24.62,654121.0,0.18,1.02,0.1,940.82,1.02,173472.0,277.08,0.18,True,59.16,-0.3,-0.41,0.1,2026-09-15,22.9,7.51,1,24.8,24.8,22.5,False,False
15-09-2026 08:00,ADESE,0.84,0.85,0.83,0.85,65829741.0,0.0,0.01,0.0,900.0,0.01,29578333.5,122.56,0.0,True,51.64,-0.0,-0.0,-0.0,2026-09-15,0.84,1.19,3,,0.86,0.83,True,True
15-09-2026 08:00,AVGYO,16.6,17.25,16.5,17.14,200719.0,0.11,0.54,0.0,7.599824371187691e+16,0.54,106819.1,87.91,0.2,True,54.14,0.02,0.06,-0.05,2026-09-15,16.72,2.51,0,,17.69,15.18,False,False
15-09-2026 08:00,KOCMT,4.0,4.48,3.98,4.45,39415729.0,0.03,0.45,0.04,971.43,0.45,12918066.6,205.12,0.07,True,67.63,0.09,0.04,0.05,2026-09-15,4.15,7.23,0,,ATH,3.63,False,False
15-09-2026 07:00,BMSTL,45.5,48.06,45.5,47.88,1784902.0,0.18,2.38,0.19,1179.57,2.38,577779.0,208.92,0.08,True,74.01,0.61,0.44,0.16,2026-09-15,45.34,5.6,0,,ATH,43.44,False,False
15-09-2026 07:00,BNTAS,6.18,6.24,6.16,6.23,851197.0,0.01,0.05,0.0,2400.0,0.05,326743.8,160.51,0.2,True,43.65,-0.04,-0.03,-0.0,2026-09-15,6.16,1.14,0,,6.45,6.1,True,True
15-09-2026 07:00,INFO,2.07,2.39,2.07,2.31,47138507.0,0.08,0.24,0.01,1746.15,0.24,9761447.3,382.9,0.33,True,48.8,-0.07,-0.05,-0.01,2026-09-15,2.2,5.0,2,2.07,2.6,2.07,False,False
15-09-2026 07:00,IMASM,2.28,2.35,2.28,2.35,2777336.0,0.0,0.07,0.0,1650.0,0.07,1040013.7,167.05,0.0,True,59.72,-0.01,-0.01,0.0,2026-09-15,2.27,3.52,0,,2.41,2.27,True,True
15-09-2026 07:00,IDGYO,2.83,2.85,2.8,2.85,187901.0,0.0,0.02,0.0,566.67,0.02,94108.2,99.66,0.0,True,45.01,-0.01,-0.01,-0.01,2026-09-15,2.82,1.06,0,,2.97,2.77,False,False
15-09-2026 07:00,HDFGS,2.03,2.21,2.01,2.2,37856613.0,0.01,0.17,0.01,1316.67,0.17,7603546.2,397.88,0.06,True,51.79,-0.07,-0.07,0.0,2026-09-15,2.04,7.84,3,,2.44,ATL,True,True
15-09-2026 07:00,ZRGYO,19.7,20.18,19.55,20.18,402090.0,0.0,0.48,0.04,1042.86,0.48,98699.8,307.39,0.0,True,65.4,0.01,0.01,0.0,2026-09-15,19.7,2.44,0,,20.98,19.52,False,False
15-09-2026 07:00,SKTAS,3.22,3.25,3.19,3.25,1933839.0,0.0,0.03,0.0,1400.0,0.03,1092724.0,76.97,0.0,True,56.29,-0.0,-0.01,0.0,2026-09-15,3.22,0.93,2,3.19,3.26,3.19,False,False
15-09-2026 07:00,ZOREN,2.44,2.65,2.43,2.65,64713694.0,0.0,0.21,0.02,950.0,0.21,15916184.7,306.59,0.0,True,73.39,0.0,-0.01,0.01,2026-09-15,2.41,9.96,1,2.65,ATH,2.4,False,False
15-09-2026 07:00,REEDR,5.3,5.8,5.29,5.8,24887671.0,0.0,0.5,0.05,941.67,0.5,3133100.5,694.35,0.0,True,79.42,-0.01,-0.04,0.03,2026-09-15,5.28,9.85,1,5.8,ATH,5.28,True,True
15-09-2026 07:00,ARMGD,153.3,172.8,146.0,167.9,953905.0,4.9,14.6,1.47,893.2,14.6,191900.6,397.08,0.34,True,47.67,-6.68,-6.17,-0.51,2026-09-15,160.2,4.81,2,146.0,192.0,146.0,True,True
15-09-2026 07:00,MRGYO,2.17,2.36,2.15,2.36,64845795.0,0.0,0.19,0.02,691.67,0.19,21491870.3,201.72,0.0,True,85.18,0.07,0.07,0.0,2026-09-15,2.15,9.77,1,2.36,ATH,1.96,False,False
15-09-2026 07:00,AGROT,1.91,2.06,1.91,2.03,47346382.0,0.03,0.12,0.01,1400.0,0.12,5975776.6,692.31,0.25,True,70.02,-0.0,-0.01,0.01,2026-09-15,1.9,6.84,1,2.06,2.06,1.9,True,True
15-09-2026 07:00,A1CAP,7.02,7.22,7.02,7.17,2258416.0,0.05,0.15,0.01,1400.0,0.15,544265.0,314.95,0.33,True,52.65,-0.05,-0.06,0.01,2026-09-15,7.01,2.28,1,7.22,7.22,6.9,False,False
15-09-2026 07:00,MARTI,2.86,3.04,2.85,3.04,29067095.0,0.0,0.18,0.02,682.61,0.18,19110081.9,52.1,0.0,True,74.77,0.1,0.09,0.01,2026-09-15,2.77,9.75,1,3.04,ATH,2.03,False,False
15-09-2026 07:00,SASA,2.95,3.06,2.95,3.05,2477430405.0,0.01,0.1,0.02,354.55,0.1,770266220.5,221.63,0.1,True,74.97,0.06,0.05,0.01,2026-09-15,2.94,3.74,1,3.06,3.06,2.68,False,False
14-09-2026 14:00,CITAS,173.7,179.8,172.2,178.8,2998835.0,1.0,5.1,0.12,4150.0,5.1,1840797.3,62.91,0.2,True,58.48,1.66,1.55,0.11,2026-09-14,173.0,3.35,0,,186.6,153.2,False,False
14-09-2026 14:00,EDATA,15.44,17.8,15.38,17.8,1333877.0,0.0,2.36,0.14,1648.15,2.36,526457.5,153.37,0.0,True,71.54,-0.17,-0.27,0.1,2026-09-14,16.41,8.47,3,,18.0,16.1,True,True
14-09-2026 14:00,TERA,210.6,216.8,210.5,215.3,3909673.0,1.5,4.7,0.95,394.74,4.7,2139963.2,82.7,0.32,True,85.6,4.39,3.44,0.94,2026-09-14,205.6,4.72,0,,ATH,195.4,False,False
