Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
14-09-2026 13:00,SARAE,79.9,86.4,79.3,85.3,6478319.0,1.1,5.4,0.64,743.75,5.4,2151611.3,201.09,0.2,True,71.23,0.76,0.09,0.66,2026-09-14,79.3,7.57,0,,85.5,75.5,False,False
14-09-2026 13:00,VESTL,25.1,27.24,25.08,26.66,4934300.0,0.58,1.56,0.1,1460.0,1.56,1039227.7,374.8,0.37,True,60.89,-0.22,-0.25,0.03,2026-09-14,25.86,3.09,0,,28.4,25.48,True,True
14-09-2026 13:00,SKYMD,16.78,17.14,16.7,17.1,332717.0,0.04,0.32,0.01,3100.0,0.32,202078.6,64.65,0.12,True,53.05,-0.04,-0.02,-0.03,2026-09-14,16.82,1.66,0,,17.96,16.18,False,False
14-09-2026 13:00,BIENY,20.12,20.46,20.1,20.38,973561.0,0.08,0.26,0.01,3150.0,0.26,187953.2,417.98,0.31,True,50.31,-0.1,-0.11,0.01,2026-09-14,20.26,0.59,0,,20.62,20.18,True,True
14-09-2026 13:00,KLYPV,60.25,63.75,60.1,63.2,1575977.0,0.55,2.95,0.13,2169.23,2.95,466897.4,237.54,0.19,True,59.86,-0.27,-0.22,-0.05,2026-09-14,61.7,2.43,0,,64.45,60.55,False,False
14-09-2026 12:00,OZSUB,40.28,41.46,39.9,41.18,391827.0,0.28,0.9,0.12,662.71,0.9,183145.6,113.94,0.31,True,53.04,-0.18,-0.13,-0.05,2026-09-14,41.14,0.1,0,,42.04,40.5,False,False
14-09-2026 12:00,AKSUE,26.3,28.74,26.24,28.44,1266309.0,0.3,2.14,0.13,1497.01,2.14,394471.2,221.01,0.14,True,57.13,-0.6,-0.74,0.14,2026-09-14,27.4,3.8,0,,32.66,26.62,True,True
14-09-2026 12:00,ECOGR,37.32,38.08,37.12,37.88,432186.0,0.2,0.56,0.03,1900.0,0.56,239692.7,80.31,0.36,True,63.17,0.52,0.59,-0.07,2026-09-14,37.7,0.48,0,,ATH,32.24,False,False
14-09-2026 12:00,GRTHO,231.0,237.5,230.3,237.1,205512.0,0.4,6.1,0.85,617.65,6.1,120011.0,71.24,0.07,True,76.6,7.33,7.62,-0.3,2026-09-14,228.8,3.63,0,,ATH,192.0,False,False
14-09-2026 11:00,IZFAS,48.14,50.95,48.1,50.55,1654406.0,0.4,2.41,0.35,590.54,2.41,751276.8,120.21,0.17,True,41.47,-1.95,-1.34,-0.61,2026-09-14,52.15,-3.07,0,,60.15,46.94,False,False
