Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
17-08-2026 06:00,HKTM,11.4,16.07,11.25,14.75,113652524.0,1.32,3.35,0.05,7027.66,3.35,36498185.0,211.39,0.39,True,61.68,-0.2,-0.21,0.01,2026-08-17,27.16,0,,17.22,10.26,False,False
17-08-2026 06:00,BJKAS,1.9,2.94,1.9,2.94,2229177222.0,0.0,1.04,0.12,759.5,1.04,733213661.6,204.03,0.0,True,80.9,0.13,0.03,0.1,2026-08-17,59.78,0,,4.13,1.44,False,False
10-08-2026 06:00,CRFSA,216.8,338.25,211.5,338.25,13468097.0,0.0,121.45,18.9,542.42,121.45,5712463.7,135.77,0.0,True,83.74,26.86,12.65,14.21,2026-08-10,60.69,0,,ATH,115.6,False,False
10-08-2026 06:00,TMPOL,474.25,585.0,466.25,582.5,5573635.0,2.5,108.25,20.38,431.29,108.25,3366106.1,65.58,0.02,True,64.79,22.97,18.61,4.36,2026-08-10,22.76,0,,703.0,278.5,False,False
10-08-2026 06:00,GIPTA,69.65,82.75,67.65,80.9,21613250.0,1.85,11.25,0.46,2345.65,11.25,11960100.8,80.71,0.16,True,56.43,-2.11,-2.63,0.51,2026-08-10,19.59,0,,94.65,50.8,False,False
10-08-2026 06:00,OYAKC,20.66,22.0,20.32,21.82,145134467.0,0.18,1.16,0.01,8185.71,1.16,92848142.9,56.31,0.16,True,48.7,-0.77,-0.77,0.0,2026-08-10,5.61,0,,28.56,19.4,False,False
10-08-2026 06:00,BOSSA,6.21,7.16,6.03,7.1,57601581.0,0.06,0.89,0.02,4350.0,0.89,23462393.0,145.51,0.07,True,58.17,-0.01,-0.05,0.04,2026-08-10,16.01,0,,7.68,5.9,False,False
03-08-2026 06:00,TSPOR,0.94,1.06,0.92,1.04,2611306228.0,0.02,0.1,0.0,9900.0,0.1,1130420736.0,131.0,0.2,True,55.45,-0.03,-0.04,0.01,2026-08-03,11.83,0,,1.09,0.9,True,False
03-08-2026 06:00,KERVN,8.37,10.4,8.37,10.28,12540126.0,0.12,1.91,0.5,282.0,1.91,7599163.7,65.02,0.06,True,84.08,1.36,1.03,0.33,2026-08-03,23.86,0,,ATH,1.91,False,False
03-08-2026 06:00,TKFEN,156.3,209.6,154.5,209.0,55420567.0,0.6,52.7,5.81,807.06,52.7,29018166.0,90.99,0.01,True,81.03,19.02,14.92,4.1,2026-08-03,35.28,0,,ATH,67.0,False,False
03-08-2026 06:00,OZSUB,35.04,42.18,34.24,41.52,21006369.0,0.66,6.48,1.21,435.54,6.48,13138170.3,59.89,0.1,True,78.64,3.71,2.85,0.86,2026-08-03,18.63,0,,ATH,16.91,False,False
27-07-2026 06:00,ANHYT,105.9,115.0,103.6,115.0,10269024.0,0.0,9.1,0.26,3333.96,9.1,4349038.3,136.12,0.0,True,57.38,-0.16,-0.01,-0.15,2026-07-27,8.59,0,,125.7,68.05,False,False
27-07-2026 06:00,RYGYO,32.2,40.08,32.04,38.3,31712949.0,1.78,6.1,0.61,906.6,6.1,10392399.4,205.16,0.29,True,70.0,1.66,1.59,0.07,2026-07-27,20.74,0,,ATH,28.0,False,False
27-07-2026 06:00,PASEU,113.4,156.5,110.3,155.0,83478967.0,1.5,41.6,4.98,735.34,41.6,50373456.3,65.72,0.04,True,61.89,-1.7,-3.92,2.22,2026-07-27,35.14,0,,175.0,109.2,False,False
27-07-2026 06:00,ENTRA,4.5,5.51,4.27,5.25,522219465.0,0.26,0.75,0.02,3105.77,0.75,157043850.14,232.53,0.35,True,56.55,-0.06,-0.05,-0.01,2026-07-27,17.71,0,,5.71,4.4,False,False
27-07-2026 06:00,PSDTC,122.5,160.1,119.0,154.0,4172432.0,6.1,31.5,1.97,1498.98,31.5,1153390.9,261.75,0.19,True,60.62,0.56,-1.21,1.77,2026-07-27,26.44,0,,196.8,112.6,False,False
20-07-2026 06:00,ANELE,99.0,131.0,94.95,130.0,38921862.0,1.0,31.0,7.49,314.16,31.0,16822585.6,131.37,0.03,True,79.23,24.43,20.34,4.09,2026-07-20,29.87,0,,ATH,13.32,False,False
20-07-2026 06:00,GRSEL,314.5,349.75,314.5,348.75,3887994.0,1.0,34.25,1.5,2183.33,34.25,2254028.8,72.49,0.03,True,58.77,-3.05,-5.22,2.17,2026-07-20,10.45,0,,402.0,286.75,False,False
20-07-2026 06:00,ECOGR,39.66,45.72,38.68,44.22,143882825.0,1.5,4.56,0.65,603.7,4.56,57423670.5,150.56,0.33,True,68.63,2.91,2.8,0.11,2026-07-20,11.39,0,,45.96,ATL,False,False
13-07-2026 06:00,DESPC,40.9,49.12,40.0,48.02,6528891.0,1.1,7.12,0.07,10071.43,7.12,3379762.7,93.18,0.15,True,55.38,-0.69,-1.16,0.48,2026-07-13,17.93,0,,53.2,36.98,False,False
13-07-2026 06:00,KARTN,181.4,220.8,180.0,215.5,10245090.0,5.3,34.1,9.08,275.55,34.1,6207121.7,65.05,0.16,True,80.04,25.02,14.41,10.62,2026-07-13,19.79,0,,ATH,61.65,False,False
