Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
27-04-2026 09:00,KLSYN,11.73,13.8,11.73,13.36,48942043.0,0.44,1.63,0.57,187.99,1.63,28532892.3,71.53,0.27,True,78.97,1.39,1.0,0.39,2026-04-27,13.9,0,,5.13,ATH,False,False
27-04-2026 09:00,SELEC,94.05,105.0,93.25,104.0,9901953.0,1.0,9.95,2.52,295.63,9.95,4870784.4,103.29,0.1,True,72.15,3.75,1.92,1.84,2026-04-27,13.04,0,,66.35,107.5,False,False
27-04-2026 09:00,SEYKM,4.52,5.64,4.38,5.33,24887107.0,0.31,0.81,0.1,743.75,0.81,10441044.9,138.36,0.38,True,54.35,-0.17,-0.16,-0.01,2026-04-27,17.92,0,,4.51,7.95,False,False
27-04-2026 09:00,EUPWR,41.2,53.0,41.02,52.4,189251726.0,0.6,11.2,1.71,556.51,11.2,69523580.9,172.21,0.05,True,71.13,3.33,2.44,0.89,2026-04-27,29.13,0,,31.9,ATH,False,False
27-04-2026 09:00,BIGEN,13.74,18.66,13.69,18.66,184173751.0,0.0,4.92,0.99,397.98,4.92,86457648.7,113.02,0.0,True,80.91,0.82,-0.09,0.91,2026-04-27,34.05,0,,8.3,19.23,False,False
27-04-2026 09:00,TRILC,2.93,3.91,2.87,3.7,576688943.0,0.21,0.77,0.12,516.48,0.77,177169398.72,225.5,0.27,True,68.33,-0.01,-0.12,0.11,2026-04-27,25.47,0,,2.25,4.1,False,False
27-04-2026 09:00,CELHA,10.3,13.18,10.17,13.18,69278420.0,0.0,2.88,0.41,597.34,2.88,20349915.1,240.44,0.0,True,67.54,0.29,0.18,0.11,2026-04-27,28.46,0,,6.53,13.38,False,False
27-04-2026 09:00,RODRG,20.12,28.46,20.06,28.46,5233102.0,0.0,8.34,0.91,818.5,8.34,1969207.4,165.75,0.0,True,72.63,0.23,-0.11,0.34,2026-04-27,41.45,0,,19.41,35.36,True,True
27-04-2026 09:00,ALGYO,4.86,6.33,4.85,6.33,532299365.0,0.0,1.47,0.17,749.71,1.47,228417802.8,133.04,0.0,True,64.11,0.43,0.44,-0.01,2026-04-27,30.25,0,,2.41,ATH,False,False
27-04-2026 09:00,ISDMR,44.96,49.66,43.88,48.42,37008407.0,1.24,3.46,0.89,287.02,3.46,19154544.1,93.21,0.36,True,68.3,2.22,1.71,0.51,2026-04-27,7.74,0,,34.72,ATH,False,False
27-04-2026 09:00,FENER,2.72,3.18,2.71,3.14,1519491090.0,0.04,0.42,0.05,793.62,0.42,793290377.2,91.54,0.1,True,46.6,-0.27,-0.3,0.03,2026-04-27,11.74,0,,ATL,5.52,True,False
20-04-2026 09:00,HOROZ,57.85,75.55,57.1,71.3,29357241.0,4.25,13.45,1.34,900.0,13.45,9141808.6,221.13,0.32,True,64.54,0.22,0.03,0.19,2026-04-20,22.3,0,,53.9,72.0,False,False
20-04-2026 09:00,ANELE,38.28,50.9,36.38,50.9,23148171.0,0.0,12.62,2.95,327.94,12.62,14358761.6,61.21,0.0,True,91.11,3.85,0.72,3.13,2026-04-20,46.26,0,,13.32,ATH,False,False
20-04-2026 09:00,TURGG,31.5,38.62,31.5,38.62,17738430.0,0.0,7.12,0.92,672.23,7.12,6746325.2,162.93,0.0,True,69.2,0.97,0.03,0.94,2026-04-20,19.71,0,,25.54,53.02,True,False
20-04-2026 09:00,YAYLA,24.32,27.5,23.22,27.5,12042829.0,0.0,3.18,0.18,1647.25,3.18,6648484.4,81.14,0.0,True,51.21,-1.64,-1.52,-0.12,2026-04-20,13.08,0,,18.71,47.28,True,True
20-04-2026 09:00,PAMEL,85.9,99.5,84.55,97.3,3439415.0,2.2,11.4,1.06,970.42,11.4,899923.6,282.19,0.19,True,59.43,-1.47,-2.75,1.28,2026-04-20,12.49,0,,76.1,138.6,True,False
20-04-2026 09:00,PKART,88.55,115.9,86.0,115.9,9590295.0,0.0,27.35,4.46,513.23,27.35,4056630.9,136.41,0.0,True,76.75,4.75,1.56,3.19,2026-04-20,30.89,0,,67.0,ATH,False,False
20-04-2026 09:00,PASEU,123.0,135.0,118.6,135.0,105133533.0,0.0,12.0,1.95,515.38,12.0,47971937.1,119.16,0.0,True,54.58,0.73,3.41,-2.68,2026-04-20,7.14,0,,109.2,175.0,False,False
20-04-2026 09:00,ARENA,27.62,37.96,27.24,37.76,43265326.0,0.2,10.14,1.11,813.51,10.14,10819987.7,299.86,0.02,True,68.6,-0.37,-1.3,0.93,2026-04-20,34.28,0,,26.04,41.78,True,False
20-04-2026 09:00,PRZMA,17.7,25.84,17.2,25.84,15680220.0,0.0,8.14,1.5,444.48,8.14,7148845.9,119.34,0.0,True,78.8,1.53,0.52,1.01,2026-04-20,45.99,0,,10.75,ATH,False,False
20-04-2026 09:00,PENGD,11.61,15.07,11.6,15.05,123541999.0,0.02,3.44,0.59,479.12,3.44,81524157.0,51.54,0.01,True,82.58,0.9,0.37,0.53,2026-04-20,29.85,0,,7.48,ATH,False,False
20-04-2026 09:00,KAREL,9.99,11.61,9.83,11.61,75137926.0,0.0,1.62,0.24,580.67,1.62,48054542.9,56.36,0.0,True,68.5,0.21,0.01,0.2,2026-04-20,15.75,0,,8.29,17.67,False,False
20-04-2026 09:00,IHLGM,2.1,2.47,2.09,2.4,389372208.0,0.07,0.3,0.03,867.74,0.3,145279677.0,168.02,0.23,True,57.33,-0.08,-0.12,0.04,2026-04-20,13.21,0,,1.45,3.58,True,False
20-04-2026 09:00,KARTN,94.5,114.3,93.95,114.3,12510022.0,0.0,19.8,2.09,845.11,19.8,3521220.0,255.28,0.0,True,72.58,0.37,-2.45,2.82,2026-04-20,32.98,0,,75.2,137.0,False,False
20-04-2026 09:00,SELVA,2.48,2.95,2.4,2.95,654848045.0,0.0,0.47,0.05,803.85,0.47,413570710.2,58.34,0.0,True,61.65,0.08,0.12,-0.03,2026-04-20,27.71,0,,1.71,4.2,False,False
20-04-2026 09:00,BINHO,9.74,11.03,9.71,10.78,433841651.0,0.25,1.04,0.15,575.32,1.04,243662378.5,78.05,0.24,True,58.81,-0.05,-0.21,0.16,2026-04-20,9.44,0,,8.78,12.48,False,False
20-04-2026 09:00,GMTAS,38.88,52.15,38.5,51.0,48231301.0,1.15,12.12,2.67,354.27,12.12,17925669.8,169.06,0.09,True,83.84,5.16,3.54,1.63,2026-04-20,30.84,0,,4.85,ATH,False,False
13-04-2026 09:00,SASA,2.6,3.32,2.57,3.14,31931759700.0,0.18,0.54,0.08,575.0,0.54,13586779739.0,135.02,0.33,True,57.83,-0.14,-0.23,0.08,2026-04-13,19.85,0,,2.76,5.66,True,False
13-04-2026 09:00,DGNMO,5.56,8.87,5.36,8.87,96836680.0,0.0,3.31,0.38,773.35,3.31,31523966.2,207.18,0.0,True,73.79,-0.1,-0.44,0.33,2026-04-13,60.4,0,,5.62,10.41,True,False
13-04-2026 09:00,TEKTU,10.16,12.48,9.4,12.27,234778899.0,0.21,2.11,0.4,423.57,2.11,99423070.8,136.14,0.1,True,53.56,-1.08,-1.44,0.36,2026-04-13,19.94,0,,7.85,32.9,False,False
13-04-2026 09:00,IHYAY,1.78,1.94,1.76,1.9,71888426.0,0.04,0.12,0.02,531.58,0.12,43656688.2,64.67,0.33,True,45.01,-0.15,-0.16,0.02,2026-04-13,4.4,0,,1.89,3.52,True,True
13-04-2026 09:00,KGYO,9.22,11.4,8.98,11.38,99613500.0,0.02,2.16,0.45,380.0,2.16,59472243.1,67.5,0.01,True,83.36,1.25,0.95,0.3,2026-04-13,23.16,0,,3.16,ATH,False,False
13-04-2026 09:00,IZENR,9.55,10.9,9.52,10.6,493463178.0,0.3,1.05,0.18,473.77,1.05,240175900.6,105.46,0.29,True,61.63,0.28,0.29,-0.01,2026-04-13,10.53,0,,8.54,11.94,False,False
13-04-2026 09:00,ESEN,3.94,4.3,3.88,4.28,624361731.0,0.02,0.34,0.08,341.56,0.34,283182265.9,120.48,0.06,True,40.75,-1.23,-1.39,0.16,2026-04-13,7.0,0,,3.47,16.77,False,False
13-04-2026 09:00,EGPRO,31.1,38.2,30.22,37.9,23460874.0,0.3,6.8,1.43,376.86,6.8,8839367.9,165.41,0.04,True,76.02,1.89,1.03,0.86,2026-04-13,20.7,0,,23.12,ATH,False,False
13-04-2026 09:00,EMKEL,21.4,29.44,20.6,29.44,129599694.0,0.0,8.04,0.97,728.01,8.04,74221567.7,74.61,0.0,True,45.5,-8.82,-9.73,0.91,2026-04-13,36.93,0,,9.95,82.6,True,True
13-04-2026 09:00,MHRGY,3.53,3.92,3.5,3.88,58898551.0,0.04,0.35,0.04,845.95,0.35,35135416.7,67.63,0.11,True,58.2,-0.04,-0.07,0.03,2026-04-13,9.92,0,,3.15,4.0,True,False
13-04-2026 09:00,TUREX,7.94,9.39,7.82,9.08,372913018.0,0.31,1.14,0.23,397.82,1.14,155307637.4,140.11,0.27,True,54.04,-0.56,-0.97,0.41,2026-04-13,13.08,0,,6.49,50.95,True,False
13-04-2026 09:00,EBEBK,65.0,71.65,63.5,71.0,6724939.0,0.65,6.0,1.42,321.05,6.0,3568454.7,88.46,0.11,True,70.65,2.99,2.58,0.41,2026-04-13,9.23,0,,49.98,ATH,False,False
13-04-2026 09:00,CLEBI,1858.0,2157.0,1800.0,2157.0,633442.0,0.0,299.0,54.5,448.62,299.0,335467.3,88.82,0.0,True,68.64,58.34,22.74,35.61,2026-04-13,14.73,0,,1503.0,3285.0,False,False
13-04-2026 09:00,IZFAS,51.65,73.5,49.44,72.35,60362725.0,1.15,20.7,1.72,1106.29,20.7,24130811.5,150.15,0.06,True,68.58,2.66,1.82,0.85,2026-04-13,40.62,0,,45.0,ATH,False,False
13-04-2026 09:00,SANKO,20.8,23.18,19.77,22.82,5328309.0,0.36,2.02,0.12,1583.33,2.02,2782931.5,91.46,0.18,True,57.77,-0.27,-0.36,0.09,2026-04-13,8.67,0,,20.1,23.46,True,True
13-04-2026 09:00,BORLS,4.38,6.39,4.38,6.39,418749854.0,0.0,2.01,0.35,469.41,2.01,206231826.2,103.05,0.0,True,46.56,-2.85,-3.71,0.85,2026-04-13,60.15,0,,2.59,33.16,True,True
13-04-2026 09:00,CGCAM,37.5,42.88,36.36,42.16,73042871.0,0.72,4.66,0.78,497.44,4.66,25939907.9,181.58,0.15,True,62.31,0.88,0.65,0.23,2026-04-13,11.24,0,,31.9,42.98,False,False
13-04-2026 09:00,ETILR,3.96,4.65,3.86,4.53,91895643.0,0.12,0.57,0.08,630.77,0.57,40026273.0,129.59,0.21,True,58.58,-0.07,-0.15,0.07,2026-04-13,14.39,0,,3.37,6.54,True,False
13-04-2026 09:00,MRSHL,1440.0,1698.0,1404.0,1627.0,302982.0,71.0,187.0,13.2,1316.67,187.0,110194.3,174.95,0.38,True,55.81,-45.15,-45.44,0.29,2026-04-13,12.44,0,,1524.0,1851.0,True,True
