Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
02-02-2026 10:00,KFEIN,9.0,9.32,8.99,9.24,1435984.0,0.08,0.24,0.01,2300.0,0.24,500714.0,186.79,0.33,True,45.1,-0.02,0.02,-0.03,2026-02-02,9.32,-0.86,0,,9.21,9.6,False,False
02-02-2026 10:00,AVGYO,10.93,11.23,10.85,11.2,680890.0,0.03,0.27,0.02,980.0,0.27,205188.9,231.84,0.11,True,57.86,0.05,0.07,-0.02,2026-02-02,11.05,1.36,0,,10.93,11.51,False,False
02-02-2026 10:00,MARMR,2.56,2.77,2.5,2.76,107656550.0,0.01,0.2,0.01,1900.0,0.2,32568640.2,230.55,0.05,True,49.19,-0.07,-0.06,-0.01,2026-02-02,2.6,6.15,0,,2.55,3.15,False,False
02-02-2026 10:00,SILVR,2.81,2.95,2.75,2.92,4120244.0,0.03,0.11,0.0,2100.0,0.11,699479.1,489.04,0.27,True,57.42,-0.02,-0.03,0.01,2026-02-02,2.83,3.18,0,,2.8,3.15,True,True
02-02-2026 10:00,INFO,4.29,4.49,4.28,4.47,17920763.0,0.02,0.18,0.04,414.29,0.18,6804842.0,163.35,0.11,True,68.95,0.07,0.06,0.01,2026-02-02,4.37,2.29,0,,4.07,ATH,False,False
02-02-2026 10:00,KLRHO,594.5,619.0,565.0,618.0,788668.0,1.0,23.5,3.35,601.49,23.5,336571.2,134.32,0.04,True,87.34,30.22,28.0,2.22,2026-02-02,590.0,4.75,0,,407.0,ATH,False,False
02-02-2026 10:00,ENSRI,23.62,25.42,23.34,24.94,3466401.0,0.48,1.32,0.13,900.0,1.32,548045.2,532.5,0.36,True,74.93,0.32,0.34,-0.01,2026-02-02,23.6,5.68,0,,22.62,ATH,False,False
02-02-2026 10:00,BARMA,39.76,40.5,39.48,40.36,363048.0,0.14,0.6,0.14,328.57,0.6,140462.7,158.47,0.23,True,63.78,0.24,0.19,0.04,2026-02-02,39.84,1.31,0,,35.96,41.0,False,False
02-02-2026 10:00,MEGMT,61.05,64.1,59.55,63.35,8001782.0,0.75,2.3,0.06,4081.82,2.3,1988402.5,302.42,0.33,True,39.85,-0.72,0.04,-0.76,2026-02-02,65.7,-3.58,0,,60.75,72.9,False,False
02-02-2026 10:00,EPLAS,6.8,7.12,6.72,7.06,2114423.0,0.06,0.26,0.01,2066.67,0.26,645486.0,227.57,0.23,True,47.64,-0.09,-0.08,-0.01,2026-02-02,6.87,2.77,0,,6.95,7.59,False,False
