Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
04-09-2026 11:00,GMTAS,45.18,45.6,45.14,45.54,225389.0,0.06,0.36,0.03,1025.0,0.36,141269.4,59.55,0.17,True,62.61,0.21,0.17,0.04,2026-09-04,44.72,1.83,0,,46.04,44.3,False,False
04-09-2026 11:00,MIATK,27.22,30.04,27.16,29.64,13802344.0,0.4,2.42,0.16,1412.5,2.42,2891349.8,377.37,0.17,True,69.83,0.04,-0.09,0.12,2026-09-04,27.92,6.16,0,,30.12,26.76,False,False
04-09-2026 11:00,SKYMD,15.02,15.64,14.96,15.48,447763.0,0.16,0.46,0.02,2605.88,0.46,240814.8,85.94,0.35,True,59.61,0.07,0.1,-0.03,2026-09-04,15.25,1.51,0,,15.99,14.39,False,False
04-09-2026 11:00,FADE,15.45,15.61,15.43,15.6,267825.0,0.01,0.15,0.02,689.47,0.15,132508.3,102.12,0.07,True,54.67,-0.04,-0.07,0.02,2026-09-04,15.41,1.23,0,,15.75,15.17,False,False
04-09-2026 11:00,GRTHO,188.9,199.0,188.7,198.5,192456.0,0.5,9.6,0.34,2723.53,9.6,83362.9,130.87,0.05,True,53.05,-4.03,-5.12,1.09,2026-09-04,188.1,5.53,0,,213.9,186.0,True,True
04-09-2026 11:00,TKFEN,202.9,207.4,201.9,206.8,653851.0,0.6,3.9,0.05,7700.0,3.9,389196.5,68.0,0.15,True,45.36,-1.86,-1.71,-0.15,2026-09-04,208.5,-0.82,0,,219.1,204.6,False,False
04-09-2026 10:00,GOODY,2.63,2.67,2.63,2.66,3688191.0,0.01,0.03,0.0,2900.0,0.03,847364.3,335.25,0.33,True,62.27,0.0,0.0,0.0,2026-09-04,2.62,1.53,0,,2.67,2.61,False,False
04-09-2026 10:00,BJKAS,1.95,2.05,1.95,2.04,77129155.0,0.01,0.09,0.01,1400.0,0.09,32357743.9,138.36,0.11,True,43.86,-0.08,-0.08,0.01,2026-09-04,1.97,3.55,0,,2.38,ATL,True,True
04-09-2026 10:00,AKYHO,1.96,2.01,1.96,2.01,196074.0,0.0,0.05,0.0,1150.0,0.05,106958.7,83.32,0.0,True,49.05,-0.02,-0.03,0.0,2026-09-04,1.98,1.52,0,,2.04,1.94,True,False
04-09-2026 10:00,SURGY,29.18,29.8,29.18,29.78,747116.0,0.02,0.6,0.0,29900.0,0.6,246585.7,202.98,0.03,True,44.15,-0.47,-0.51,0.04,2026-09-04,29.24,1.85,0,,34.0,ATL,True,True
04-09-2026 09:00,PETUN,11.38,12.06,11.36,11.96,1677633.0,0.1,0.58,0.05,994.34,0.58,286134.4,486.31,0.17,True,68.11,-0.03,-0.08,0.05,2026-09-04,11.35,5.37,0,,12.31,11.28,True,True
04-09-2026 09:00,PINSU,10.04,10.33,10.03,10.26,923971.0,0.07,0.22,0.02,900.0,0.22,210409.8,339.13,0.32,True,57.95,-0.05,-0.07,0.02,2026-09-04,10.02,2.4,0,,11.25,9.81,True,True
04-09-2026 09:00,ATATP,286.25,300.0,285.25,298.0,221041.0,2.0,11.75,0.38,3033.33,11.75,71755.8,208.05,0.17,True,55.88,-2.54,-3.19,0.65,2026-09-04,289.0,3.11,0,,303.75,288.0,True,True
04-09-2026 09:00,AKSUE,27.4,29.16,27.4,29.14,870744.0,0.02,1.74,0.18,888.64,1.74,556479.0,56.47,0.01,True,50.0,-0.71,-0.99,0.28,2026-09-04,28.82,1.11,0,,29.5,27.04,True,False
04-09-2026 08:00,GSDDE,12.78,12.97,12.71,12.95,612925.0,0.02,0.17,0.01,1207.69,0.17,324482.0,88.89,0.12,True,48.21,-0.12,-0.14,0.02,2026-09-04,12.69,2.05,0,,13.35,12.7,True,True
04-09-2026 08:00,KRPLS,10.58,10.99,10.58,10.89,711897.0,0.1,0.31,0.05,545.83,0.31,212172.8,235.53,0.32,True,67.03,0.04,-0.0,0.04,2026-09-04,10.4,4.71,0,,11.0,10.29,False,False
