Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
02-09-2026 08:00,IMASM,2.24,2.26,2.24,2.26,1899417.0,0.0,0.02,0.0,400.0,0.02,1258707.7,50.9,0.0,True,37.77,-0.02,-0.02,0.0,2026-09-02,2.26,0.0,0,,2.37,2.24,False,False
02-09-2026 08:00,ATATP,292.75,302.25,292.5,301.75,157353.0,0.5,9.0,0.2,4400.0,9.0,92842.5,69.48,0.06,True,49.2,-4.79,-5.63,0.85,2026-09-02,297.0,1.6,0,,368.5,301.0,True,False
02-09-2026 08:00,AKSUE,27.28,30.92,27.28,30.62,4414130.0,0.3,3.34,0.33,900.0,3.34,540396.1,716.83,0.09,True,39.25,-2.11,-2.22,0.11,2026-09-02,30.3,1.06,0,,33.66,30.3,True,True
02-09-2026 08:00,DMLKT,6.89,7.19,6.88,7.16,3719872.0,0.03,0.27,0.03,864.29,0.27,640960.2,480.36,0.11,True,84.48,0.02,-0.0,0.02,2026-09-02,6.89,3.92,0,,ATH,6.79,False,False
02-09-2026 08:00,MOPAS,25.8,26.5,25.74,26.46,834365.0,0.04,0.66,0.04,1400.0,0.66,211173.1,295.11,0.06,True,52.12,-0.32,-0.42,0.1,2026-09-02,25.88,2.24,0,,28.32,25.5,True,True
02-09-2026 08:00,TKFEN,210.5,215.9,210.4,214.4,554434.0,1.5,3.9,0.1,3800.0,3.9,364180.7,52.24,0.38,True,50.62,-0.88,-1.28,0.4,2026-09-02,214.3,0.05,0,,219.1,204.6,False,False
02-09-2026 07:00,SUWEN,6.35,6.78,6.25,6.77,7739898.0,0.01,0.42,0.06,624.14,0.42,1223796.5,532.45,0.02,True,79.52,0.03,-0.05,0.08,2026-09-02,6.17,9.72,0,,6.89,5.9,False,False
02-09-2026 07:00,YAYLA,21.08,22.02,20.8,21.8,646220.0,0.22,0.72,0.07,990.91,0.72,109385.6,490.77,0.31,True,60.53,-0.12,-0.18,0.06,2026-09-02,20.8,4.81,0,,23.1,20.32,False,False
02-09-2026 07:00,SKYMD,14.7,15.1,14.6,15.07,618326.0,0.03,0.37,0.03,957.14,0.37,208468.6,196.6,0.08,True,66.58,0.04,0.0,0.04,2026-09-02,14.62,3.08,0,,15.17,14.14,False,False
02-09-2026 07:00,ISVEA,81.45,86.2,78.0,86.2,1029525.0,0.0,4.75,0.31,1432.26,4.75,265090.7,288.37,0.0,True,52.68,-1.03,-0.98,-0.05,2026-09-02,81.7,5.51,0,,95.05,82.8,False,False
02-09-2026 07:00,KLSYN,15.64,16.0,15.56,15.94,602490.0,0.06,0.3,0.0,14900.0,0.3,168299.8,257.99,0.2,True,62.82,-0.03,-0.05,0.02,2026-09-02,15.54,2.57,0,,16.3,15.11,False,False
