Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
09-04-2026 14:00,KARSN,9.93,10.17,9.93,10.14,5832822.0,0.03,0.21,0.04,400.0,0.21,2964636.6,96.75,0.14,True,77.7,0.1,0.08,0.02,2026-04-09,9.85,2.94,0,,9.31,ATH,False,False
09-04-2026 14:00,HUNER,3.07,3.09,3.06,3.09,2939598.0,0.0,0.02,0.0,900.0,0.02,1786431.4,64.55,0.0,True,47.01,-0.01,-0.0,-0.0,2026-04-09,3.11,-0.64,0,,3.01,3.16,False,False
09-04-2026 14:00,SILVR,2.44,2.51,2.44,2.49,796432.0,0.02,0.05,0.0,1150.0,0.05,181334.6,339.21,0.4,True,57.37,-0.0,-0.01,0.0,2026-04-09,2.45,1.63,0,,2.4,2.55,False,False
09-04-2026 14:00,PASEU,118.0,121.0,117.2,120.3,1594369.0,0.7,2.3,0.24,858.33,2.3,654817.4,143.48,0.3,True,62.91,-0.05,-0.39,0.34,2026-04-09,113.3,6.18,0,,115.0,122.3,False,False
09-04-2026 14:00,DZGYO,7.7,7.85,7.69,7.82,606117.0,0.03,0.12,0.01,1900.0,0.12,202450.5,199.39,0.25,True,60.56,0.03,0.02,0.01,2026-04-09,7.72,1.3,0,,7.37,7.95,False,False
09-04-2026 14:00,GOKNR,22.54,23.18,22.54,23.04,1873111.0,0.14,0.5,0.07,657.58,0.5,607696.9,208.23,0.28,True,76.39,0.19,0.14,0.05,2026-04-09,22.34,3.13,0,,21.36,ATH,False,False
09-04-2026 13:00,PNSUT,12.94,13.38,12.94,13.3,1736221.0,0.08,0.36,0.05,650.0,0.36,884338.2,96.33,0.22,True,70.46,0.31,0.35,-0.04,2026-04-09,13.22,0.61,0,,11.13,ATH,False,False
09-04-2026 13:00,BTCIM,6.42,6.67,6.42,6.65,24301222.0,0.02,0.23,0.02,1177.78,0.23,10825304.4,124.49,0.09,True,63.95,0.05,0.05,-0.0,2026-04-09,6.51,2.15,0,,6.28,ATH,False,False
09-04-2026 12:00,BAYRK,4.6,4.72,4.58,4.71,4060273.0,0.01,0.11,0.01,1471.43,0.11,890770.1,355.82,0.09,True,61.52,-0.01,-0.01,0.01,2026-04-09,4.59,2.61,0,,4.48,4.79,False,False
09-04-2026 12:00,ANELE,17.66,19.69,17.49,19.69,1488453.0,0.0,2.03,0.17,1066.67,2.03,470690.5,216.23,0.0,True,69.6,0.1,0.06,0.04,2026-04-09,17.9,10.0,0,,17.39,19.93,False,False
09-04-2026 12:00,KMPUR,17.77,18.51,17.7,18.35,1581847.0,0.16,0.58,0.07,694.52,0.58,943325.6,67.69,0.28,True,80.86,0.49,0.35,0.14,2026-04-09,17.27,6.25,0,,15.68,ATH,False,False
09-04-2026 12:00,ISDMR,43.7,44.44,43.66,44.4,1828742.0,0.04,0.7,0.13,422.39,0.7,710863.3,157.26,0.06,True,72.56,0.3,0.19,0.11,2026-04-09,42.7,3.98,0,,41.68,ATH,False,False
09-04-2026 12:00,IHGZT,1.43,1.45,1.43,1.45,4167938.0,0.0,0.02,0.0,400.0,0.02,1892374.2,120.25,0.0,True,60.08,0.01,0.0,0.0,2026-04-09,1.43,1.4,0,,1.37,ATH,False,False
09-04-2026 12:00,EMKEL,20.02,21.32,19.9,21.22,7099656.0,0.1,1.2,0.1,1124.49,1.2,1328246.9,434.51,0.08,True,67.71,-0.03,-0.14,0.11,2026-04-09,19.95,6.37,0,,19.1,22.9,False,False
09-04-2026 12:00,BULGS,43.92,45.78,43.6,45.28,2527298.0,0.5,1.36,0.11,1183.02,1.36,633876.1,298.71,0.37,True,56.26,-0.16,-0.25,0.09,2026-04-09,44.34,2.12,0,,42.76,46.8,False,False
09-04-2026 12:00,MAKIM,16.8,16.92,16.75,16.89,231030.0,0.03,0.09,0.0,2150.0,0.09,141026.0,63.82,0.33,True,50.55,-0.04,-0.05,0.0,2026-04-09,16.79,0.6,0,,16.3,17.17,False,False
09-04-2026 12:00,MEGMT,79.35,81.25,79.25,80.95,3132072.0,0.3,1.6,0.27,492.59,1.6,1295676.4,141.73,0.19,True,65.07,0.18,0.02,0.16,2026-04-09,79.35,2.02,0,,77.7,81.85,False,False
09-04-2026 12:00,DESA,13.39,13.65,13.34,13.58,303786.0,0.07,0.19,0.01,3700.0,0.19,169776.1,78.93,0.37,True,60.14,0.06,0.06,0.0,2026-04-09,13.47,0.82,0,,12.8,13.72,False,False
09-04-2026 11:00,BARMA,51.9,53.55,51.65,53.15,505998.0,0.4,1.25,0.13,861.54,1.25,175240.4,188.75,0.32,True,76.05,0.67,0.61,0.06,2026-04-09,52.0,2.21,0,,49.4,ATH,False,False
09-04-2026 11:00,QUAGR,3.47,3.58,3.47,3.55,34125893.0,0.03,0.08,0.01,1042.86,0.08,21627329.0,57.79,0.38,True,65.93,0.06,0.04,0.01,2026-04-09,3.46,2.6,0,,3.22,ATH,False,False
09-04-2026 11:00,FRMPL,33.76,34.48,33.5,34.3,949628.0,0.18,0.54,0.01,5300.0,0.54,454615.0,108.89,0.33,True,58.17,0.23,0.3,-0.07,2026-04-09,33.76,1.6,0,,31.3,34.92,False,False
09-04-2026 11:00,ARFYE,26.8,28.76,26.74,28.5,4720018.0,0.26,1.7,0.07,2328.57,1.7,1005554.9,369.39,0.15,True,60.42,-0.1,-0.17,0.07,2026-04-09,27.26,4.55,0,,26.32,29.9,False,False
09-04-2026 11:00,ARDYZ,40.08,40.88,40.06,40.76,532948.0,0.12,0.68,0.03,2166.67,0.68,287810.3,85.17,0.18,True,59.66,0.14,0.09,0.05,2026-04-09,40.16,1.49,0,,38.28,41.92,False,False
09-04-2026 11:00,IZENR,9.35,9.9,9.34,9.76,42620049.0,0.14,0.41,0.02,1608.33,0.41,8629311.3,393.9,0.34,True,62.15,0.0,-0.05,0.05,2026-04-09,9.49,2.85,0,,9.0,9.99,False,False
09-04-2026 11:00,IZMDC,6.66,6.74,6.64,6.73,1074483.0,0.01,0.07,0.01,1066.67,0.07,652212.7,64.74,0.14,True,65.07,0.04,0.04,0.01,2026-04-09,6.63,1.51,0,,6.35,6.75,False,False
09-04-2026 11:00,EGPRO,29.5,30.06,29.44,30.06,217987.0,0.0,0.56,0.04,1373.68,0.56,88747.0,145.63,0.0,True,61.31,0.1,0.07,0.03,2026-04-09,29.6,1.55,0,,28.4,30.4,False,False
09-04-2026 11:00,UCAYM,27.78,28.3,27.52,28.24,3575703.0,0.06,0.46,0.05,784.62,0.46,1177769.3,203.6,0.13,True,67.04,0.12,0.07,0.05,2026-04-09,27.52,2.62,0,,26.54,28.26,False,False
09-04-2026 11:00,MACKO,36.9,37.98,36.86,37.84,669090.0,0.14,0.94,0.03,3257.14,0.94,268825.8,148.89,0.15,True,57.98,0.15,0.17,-0.03,2026-04-09,37.44,1.07,0,,36.14,39.1,False,False
09-04-2026 11:00,TEKTU,9.81,10.06,9.75,10.01,4826715.0,0.05,0.2,0.01,2122.22,0.2,1602392.3,201.22,0.25,True,54.01,0.01,0.04,-0.02,2026-04-09,9.88,1.32,0,,9.68,10.69,False,False
09-04-2026 11:00,VSNMD,79.85,80.8,79.8,80.55,145211.0,0.25,0.7,0.03,1900.0,0.7,93586.0,55.16,0.36,True,62.04,0.47,0.35,0.12,2026-04-09,80.05,0.62,0,,75.95,80.75,False,False
09-04-2026 11:00,KRDMA,31.32,32.6,30.98,32.54,7209730.0,0.06,1.22,0.14,784.06,1.22,2051414.1,251.45,0.05,True,71.68,0.24,0.14,0.1,2026-04-09,30.48,6.76,0,,30.42,ATH,False,False
09-04-2026 11:00,KCAER,11.45,11.71,11.45,11.64,3535272.0,0.07,0.19,0.02,1087.5,0.19,2076189.5,70.28,0.37,True,68.61,0.07,0.05,0.02,2026-04-09,11.39,2.19,0,,11.3,ATH,False,False
09-04-2026 11:00,KRDMD,35.64,37.4,35.62,37.22,22559203.0,0.18,1.58,0.21,638.32,1.58,8433457.8,167.5,0.11,True,80.83,0.64,0.5,0.14,2026-04-09,34.38,8.26,0,,33.38,ATH,False,False
09-04-2026 10:00,RNPOL,2.88,3.0,2.77,3.0,4117829.0,0.0,0.12,0.03,328.57,0.12,1385644.1,197.18,0.0,True,69.54,0.07,0.06,0.01,2026-04-09,2.86,4.9,0,,2.6,ATH,False,False
09-04-2026 10:00,BEGYO,4.34,4.57,4.34,4.54,7747468.0,0.03,0.2,0.01,1900.0,0.2,1572363.9,392.73,0.15,True,57.34,-0.03,-0.04,0.01,2026-04-09,4.33,4.85,0,,4.3,5.0,True,True
09-04-2026 10:00,DARDL,1.98,2.03,1.97,2.02,12647939.0,0.01,0.04,0.0,3900.0,0.04,2947328.3,329.13,0.25,True,64.43,0.01,0.01,0.0,2026-04-09,1.98,2.02,0,,1.9,ATH,False,False
09-04-2026 10:00,CEMAS,4.98,5.23,4.96,5.18,14102676.0,0.05,0.2,0.01,1328.57,0.2,2243991.4,528.46,0.25,True,66.0,0.01,-0.0,0.01,2026-04-09,4.98,4.02,0,,4.85,5.28,False,False
09-04-2026 10:00,BSOKE,35.24,36.3,35.24,36.12,1785507.0,0.18,0.88,0.11,700.0,0.88,701433.6,154.55,0.2,True,77.73,0.44,0.36,0.08,2026-04-09,35.22,2.56,0,,33.7,ATH,False,False
