Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
15-05-2026 17:00,BAYRK,5.01,5.12,4.99,5.12,3608271.0,0.0,0.11,0.01,685.71,0.11,1851211.0,94.91,0.0,True,66.19,0.02,-0.0,0.02,2026-05-15,4.91,4.28,0,,4.85,5.25,False,False
15-05-2026 17:00,MERKO,2.18,2.25,2.14,2.24,58782287.0,0.01,0.06,0.01,500.0,0.06,18088504.5,224.97,0.17,True,67.78,0.0,-0.01,0.01,2026-05-15,2.12,5.66,0,,2.07,2.37,False,False
15-05-2026 17:00,FADE,15.99,16.19,15.94,16.16,537719.0,0.03,0.17,0.02,672.73,0.17,246947.4,117.75,0.18,True,60.31,0.02,-0.0,0.02,2026-05-15,15.95,1.32,0,,15.64,16.18,False,False
15-05-2026 17:00,KRDMB,96.75,101.9,96.5,101.3,6249031.0,0.6,4.55,0.26,1684.31,4.55,1087291.3,474.73,0.13,True,70.49,1.26,1.19,0.06,2026-05-15,98.55,2.79,0,,85.5,ATH,False,False
15-05-2026 17:00,SILVR,2.75,2.81,2.74,2.81,599768.0,0.0,0.06,0.01,400.0,0.06,241004.0,148.86,0.0,True,61.12,0.02,0.01,0.0,2026-05-15,2.8,0.36,0,,2.66,2.86,False,False
15-05-2026 17:00,RYGYO,30.2,30.7,30.2,30.7,259143.0,0.0,0.5,0.02,2400.0,0.5,95203.4,172.2,0.0,True,55.29,-0.08,-0.12,0.05,2026-05-15,30.52,0.59,0,,30.1,30.8,True,False
15-05-2026 17:00,SAFKR,24.36,24.68,24.08,24.68,793636.0,0.0,0.32,0.02,1900.0,0.32,335292.5,136.7,0.0,True,50.11,-0.15,-0.14,-0.01,2026-05-15,24.6,0.33,0,,23.94,25.52,False,False
15-05-2026 17:00,SOKE,17.87,19.16,17.85,19.16,2640732.0,0.0,1.29,0.02,7488.24,1.29,740870.1,256.44,0.0,True,55.85,-0.31,-0.34,0.03,2026-05-15,19.09,0.37,0,,18.01,19.4,True,True
15-05-2026 17:00,ISGYO,20.2,21.2,20.18,21.02,2591696.0,0.18,0.82,0.03,2462.5,0.82,554986.4,366.98,0.22,True,68.89,0.11,0.1,0.01,2026-05-15,20.8,1.06,0,,19.46,ATH,False,False
15-05-2026 17:00,SNICA,4.28,4.53,4.28,4.47,8039953.0,0.06,0.19,0.02,1017.65,0.19,1789938.7,349.17,0.32,True,62.64,-0.02,-0.04,0.02,2026-05-15,4.32,3.47,0,,4.06,4.65,True,False
15-05-2026 17:00,EGSER,3.39,3.5,3.38,3.5,1177675.0,0.0,0.11,0.0,3566.67,0.11,619054.1,90.24,0.0,True,55.91,-0.03,-0.03,0.0,2026-05-15,3.45,1.45,0,,3.21,3.77,True,True
15-05-2026 17:00,ICUGS,5.92,6.02,5.86,6.0,1063702.0,0.02,0.08,0.01,515.38,0.08,515100.9,106.5,0.25,True,52.31,-0.04,-0.05,0.01,2026-05-15,5.97,0.5,0,,5.81,6.32,True,True
15-05-2026 17:00,DZGYO,8.09,8.25,8.08,8.23,725961.0,0.02,0.14,0.03,382.76,0.14,409350.6,77.34,0.14,True,60.63,0.02,-0.01,0.02,2026-05-15,7.98,3.13,0,,7.9,8.29,False,False
