Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
01-09-2026 12:00,SKTAS,3.07,3.4,3.05,3.35,16019191.0,0.05,0.28,0.02,1172.73,0.28,2154847.6,643.4,0.18,True,75.22,-0.01,-0.03,0.02,2026-09-01,3.12,7.37,0,,3.44,3.15,True,True
01-09-2026 12:00,CATES,69.95,72.0,69.3,71.9,927379.0,0.1,1.95,0.04,5471.43,1.95,432458.6,114.44,0.05,True,64.46,1.29,1.28,0.01,2026-09-01,70.05,2.64,0,,ATH,65.9,False,False
01-09-2026 12:00,HATEK,12.78,13.82,12.72,13.75,1036052.0,0.07,0.97,0.1,889.8,0.97,289334.0,258.08,0.07,True,70.05,0.02,-0.02,0.04,2026-09-01,12.91,6.51,0,,14.7,12.69,False,False
01-09-2026 12:00,MANAS,32.94,33.46,32.68,33.34,5976753.0,0.12,0.4,0.01,6566.67,0.4,2929298.2,104.03,0.3,True,53.62,-0.06,-0.05,-0.01,2026-09-01,33.1,0.73,0,,34.9,31.66,False,False
01-09-2026 11:00,ISDMR,52.75,54.05,52.65,53.8,378403.0,0.25,1.05,0.01,10400.0,1.05,199840.9,89.35,0.24,True,50.78,-0.3,-0.24,-0.05,2026-09-01,53.3,0.94,0,,55.65,53.35,False,False
01-09-2026 10:00,CITAS,122.6,133.9,122.0,132.3,7386564.0,1.6,9.7,0.45,2055.56,9.7,3642307.1,102.8,0.16,True,56.73,-1.23,-0.32,-0.91,2026-09-01,128.0,3.36,0,,142.2,128.0,False,False
01-09-2026 10:00,KPEKS,113.1,117.7,110.3,117.3,9481387.0,0.4,4.2,0.07,5900.0,4.2,2536050.9,273.86,0.1,True,37.17,-5.71,-4.7,-1.01,2026-09-01,122.5,-4.24,0,,159.2,112.5,False,False
01-09-2026 09:00,OFSYM,68.7,70.2,68.45,70.05,602864.0,0.15,1.35,0.24,462.5,1.35,311655.9,93.44,0.11,True,69.99,0.92,0.75,0.18,2026-09-01,67.05,4.47,0,,ATH,65.5,False,False
01-09-2026 09:00,CRDFA,26.0,27.5,26.0,27.2,1740636.0,0.3,1.2,0.24,408.47,1.2,338934.9,413.56,0.25,True,61.39,0.01,-0.2,0.21,2026-09-01,25.0,8.8,0,,29.98,23.5,False,False
01-09-2026 09:00,IHGZT,1.19,1.21,1.19,1.21,3642644.0,0.0,0.02,0.0,900.0,0.02,1315898.2,176.82,0.0,True,51.75,-0.0,-0.0,-0.0,2026-09-01,1.19,1.68,0,,1.26,1.19,False,False
01-09-2026 09:00,NTGAZ,11.33,11.79,11.3,11.74,1951236.0,0.05,0.41,0.01,3627.27,0.41,578817.2,237.11,0.12,True,61.37,0.06,0.06,-0.01,2026-09-01,11.64,0.86,0,,ATH,11.02,False,False
01-09-2026 08:00,AKFIS,18.05,18.49,17.98,18.44,2757364.0,0.05,0.39,0.02,1850.0,0.39,1603673.9,71.94,0.13,True,51.17,-0.19,-0.18,-0.01,2026-09-01,17.8,3.6,0,,19.52,17.85,False,False
01-09-2026 08:00,CRFSA,287.5,299.5,287.5,298.5,805324.0,1.0,11.0,2.08,430.12,11.0,401947.8,100.36,0.09,True,70.09,5.28,2.99,2.29,2026-09-01,288.75,3.38,0,,303.0,255.25,False,False
01-09-2026 08:00,SMRTG,10.12,10.56,10.08,10.44,18267108.0,0.12,0.32,0.04,661.9,0.32,4525696.2,303.63,0.38,True,61.67,0.04,0.01,0.03,2026-09-01,10.31,1.26,0,,10.6,9.92,False,False
01-09-2026 08:00,AKFGY,2.57,2.58,2.56,2.58,4875622.0,0.0,0.01,0.0,1.12589990684264e+16,0.01,2205815.3,121.03,0.0,True,41.88,-0.02,-0.02,0.0,2026-09-01,2.56,0.78,0,,2.61,2.55,True,False
01-09-2026 08:00,EGPRO,38.3,39.06,38.24,38.96,185114.0,0.1,0.66,0.03,2257.14,0.66,112380.9,64.72,0.15,True,47.0,-0.33,-0.23,-0.09,2026-09-01,38.46,1.3,0,,42.9,36.8,False,False
01-09-2026 08:00,SEKUR,9.93,10.08,9.92,10.07,317846.0,0.01,0.14,0.02,460.0,0.14,137626.6,130.95,0.07,True,54.04,-0.01,-0.04,0.02,2026-09-01,9.95,1.21,0,,10.14,9.41,False,False
01-09-2026 07:00,SAHOL,93.4,95.4,93.35,94.9,11018640.0,0.5,1.5,0.13,1011.11,1.5,5325314.2,106.91,0.33,True,59.97,-0.04,-0.07,0.03,2026-09-01,93.2,1.82,0,,95.1,92.5,False,False
01-09-2026 07:00,BORSK,6.15,6.44,6.15,6.38,3287786.0,0.06,0.23,0.02,900.0,0.23,1281747.4,156.51,0.26,True,63.8,0.0,-0.0,0.01,2026-09-01,6.14,3.91,0,,6.42,6.13,False,False
01-09-2026 07:00,ARTMS,40.32,41.7,40.32,41.36,218185.0,0.34,1.04,0.11,862.96,1.04,104405.4,108.98,0.33,True,63.12,0.18,0.2,-0.02,2026-09-01,40.22,2.83,0,,41.72,39.02,False,False
01-09-2026 07:00,VAKBN,31.78,32.72,31.7,32.54,20448043.0,0.18,0.76,0.03,2614.29,0.76,6554923.6,211.95,0.24,True,52.73,-0.17,-0.08,-0.09,2026-09-01,31.74,2.52,0,,34.74,31.62,False,False
01-09-2026 07:00,ULKER,89.95,92.05,89.95,91.9,1560113.0,0.15,1.95,0.19,954.05,1.95,669623.9,132.98,0.08,True,57.4,-0.39,-0.43,0.04,2026-09-01,89.95,2.17,0,,93.3,89.75,True,True
01-09-2026 07:00,KLGYO,4.99,5.17,4.97,5.15,4050291.0,0.02,0.16,0.02,566.67,0.16,1110528.4,264.72,0.12,True,59.4,0.0,0.01,-0.01,2026-09-01,4.94,4.25,0,,5.18,4.93,False,False
